Date,AAPL,AMZN,BAC,BRK-B,C,CBU7.L,CENCOSUD.SN,CHILE.SN,CSPX.L,EIMI.L,F,FALABELLA.SN,GE,GEHC,GOOGL,ISAC.CL,IUFS.CL,IUIT.CL,JETS,JNJ,JPEA.CL,JPM,LQDA,META,NKE,NU,NVDA,PBR,PFE,RBOT,SDHA.CL,SGLD.L,SUAS.CL,UBER,VOO
2023-05-01/2023-05-07,172.02601623535156,105.66000366210938,26.37635040283203,323.8800048828125,43.57939529418945,130.0399932861328,1470.7513427734375,87.3499984741211,428.4100036621094,29.719999313354492,10.914855003356934,1768.76318359375,79.30996704101562,78.78079986572266,105.18868255615234,313340.0,43660.0,88940.0,17.950000762939453,154.14434814453125,22800.0,130.99188232421875,7.400000095367432,231.89418029785156,123.21730041503906,5.460000038146973,28.664020538330078,8.399979591369629,35.016937255859375,64.80000305175781,26400.0,194.42999267578125,57410.0,37.75,369.645263671875
2023-05-08/2023-05-14,171.03489685058594,110.26000213623047,25.786191940307617,322.489990234375,42.7608757019043,130.27000427246094,1511.3565673828125,89.58999633789062,428.010009765625,29.170000076293945,10.62354850769043,1798.5738525390625,78.17066192626953,74.72158813476562,117.08555603027344,304980.0,41610.0,88300.0,17.719999313354492,152.34408569335938,22660.0,128.46286010742188,7.360000133514404,232.9202423095703,117.00728607177734,5.809999942779541,28.32421112060547,9.20737075805664,33.97980499267578,60.0,26270.0,194.24000549316406,55360.0,38.45000076293945,368.8454895019531
2023-05-15/2023-05-21,173.84197998046875,116.25,26.757102966308594,330.3900146484375,43.0054931640625,128.89999389648438,1535.26171875,86.16000366210938,435.9599914550781,29.510000228881836,10.605341911315918,1932.7216796875,82.49059295654297,79.12987518310547,122.31658935546875,302210.0,41400.0,87580.0,18.450000762939453,150.5721893310547,22660.0,133.32931518554688,8.300000190734863,244.70523071289062,111.7024917602539,6.519999980926514,31.246580123901367,9.090920448303223,33.814117431640625,62.099998474121094,25870.0,191.4199981689453,54600.0,39.18000030517578,375.10748291015625
2023-05-22/2023-05-28,174.10995483398438,120.11000061035156,26.947473526000977,320.6000061035156,41.96116638183594,127.2300033569336,1519.2591552734375,84.6500015258789,436.2799987792969,29.520000457763672,11.005887031555176,1835.240966796875,81.28797149658203,78.22228240966797,124.15990447998047,305500.0,41070.0,92820.0,18.219999313354492,146.25144958496094,22240.0,131.18348693847656,8.350000381469727,261.0428161621094,104.6456527709961,6.789999961853027,38.9243049621582,9.292768478393555,34.577396392822266,65.69999694824219,26110.0,187.52999877929688,54280.0,38.45000076293945,376.37548828125
2023-05-29/2023-06-04,179.58840942382812,124.25,27.328222274780273,329.4800109863281,43.57939529418945,128.25999450683594,1526.173828125,86.93000030517578,445.19000244140625,29.969999313354492,11.278985977172852,1786.450927734375,83.70904541015625,79.78838348388672,124.21968841552734,297500.0,40020.0,90080.0,18.790000915527344,149.8561553955078,22240.0,134.56509399414062,8.890000343322754,271.5726013183594,104.90843963623047,6.96999979019165,39.30509567260742,9.502379417419434,35.276302337646484,66.0,26110.0,189.52999877929688,55250.0,39.72999954223633,383.58367919921875
2023-06-05/2023-06-11,179.59832763671875,123.43000030517578,28.083595275878906,335.2900085449219,45.44225311279297,127.70999908447266,1550.8692626953125,84.44999694824219,447.70001220703125,30.469999313354492,12.50793170928955,1838.3212890625,84.10466003417969,76.92489624023438,121.78851318359375,286170.0,39100.0,92520.0,19.469999313354492,152.75840759277344,21710.0,135.0823974609375,8.40999984741211,263.9417724609375,103.37877655029297,7.489999771118164,38.74840545654297,10.682414054870605,35.83726501464844,64.80000305175781,25280.0,189.5449981689453,53060.0,40.9900016784668,385.31011962890625
2023-06-12/2023-06-18,183.52854919433594,125.48999786376953,28.006839752197266,338.30999755859375,45.33875274658203,127.44000244140625,1539.015380859375,83.02999877929688,460.8599853515625,31.200000762939453,13.126956939697266,1874.0941162109375,84.09674835205078,78.47137451171875,123.08381652832031,290030.0,39190.0,90480.0,20.56999969482422,156.78717041015625,21000.0,137.23779296875,8.630000114440918,279.93072509765625,110.92758178710938,7.539999961853027,42.672630310058594,10.79110050201416,36.83964157104492,62.70000076293945,24240.0,189.24000549316406,53460.0,43.52000045776367,395.2786865234375
2023-06-19/2023-06-25,185.2753143310547,129.3300018310547,26.625205993652344,335.25,43.297149658203125,127.44000244140625,1526.173828125,81.4000015258789,452.8599853515625,29.950000762939453,12.762824058532715,1844.3828125,82.11082458496094,79.63871765136719,121.89810180664062,290030.0,39170.0,90070.0,20.209999084472656,157.98049926757812,21000.0,133.01319885253906,9.0,287.6312561035156,106.95298767089844,7.559999942779541,42.189849853515625,11.570075988769531,35.22112274169922,58.5,24220.0,185.60000610351562,53390.0,43.34000015258789,389.7774658203125
2023-06-26/2023-07-02,192.5104522705078,130.36000061035156,27.52710723876953,341.0,43.31596374511719,126.91999816894531,1534.9654541015625,83.69000244140625,462.45001220703125,30.350000381469727,13.773289680480957,1912.847900390625,86.91341400146484,81.05548858642578,119.26763916015625,290030.0,38920.0,92000.0,21.420000076293945,158.01870727539062,21000.0,139.326171875,7.849999904632568,285.887939453125,107.78307342529297,7.889999866485596,42.282806396484375,11.356575965881348,33.73135757446289,54.900001525878906,24100.0,185.11000061035156,55210.0,43.16999816894531,397.25872802734375
2023-07-03/2023-07-09,189.2451934814453,129.77999877929688,27.37358856201172,340.8999938964844,43.03371810913086,125.88999938964844,1610.1380615234375,84.19999694824219,460.1000061035156,30.260000228881836,13.636740684509277,1972.9659423828125,85.66332244873047,79.4391860961914,119.0484390258789,295520.0,40120.0,92990.0,21.68000030517578,152.03285217285156,21260.0,138.2724151611328,7.710000038146973,289.4244079589844,102.01158905029297,7.78000020980835,42.48371505737305,11.175922393798828,32.673797607421875,52.79999923706055,24370.0,186.47999572753906,55210.0,42.90999984741211,394.5213623046875
2023-07-10/2023-07-16,189.25514221191406,134.67999267578125,27.930078506469727,341.0899963378906,43.04312515258789,127.75,1650.6385498046875,86.5,471.04998779296875,31.530000686645508,13.636740684509277,2071.837890625,87.25362396240234,81.63417053222656,124.96698760986328,287680.0,40070.0,92120.0,21.3799991607666,152.62474060058594,21120.0,144.45948791503906,7.849999904632568,307.6946105957031,105.41978454589844,7.71999979019165,45.44837188720703,11.1102294921875,33.400291442871094,57.29999923706055,24330.0,189.1300048828125,54760.0,44.75,404.19610595703125
2023-07-17/2023-07-23,190.49571228027344,130.0,30.68375015258789,345.760009765625,44.266204833984375,127.36000061035156,1783.0057373046875,92.27999877929688,474.42999267578125,31.049999237060547,12.68089485168457,2219.897216796875,87.35774230957031,82.44233703613281,119.58648681640625,293200.0,39780.0,90830.0,21.790000915527344,162.47705078125,20970.0,149.45579528808594,8.149999618530273,293.1402282714844,106.50376892089844,7.920000076293945,44.28889846801758,11.438692092895508,34.39347839355469,60.900001525878906,23450.0,189.38999938964844,54670.0,47.22999954223633,406.9378967285156
2023-07-24/2023-07-30,194.3564453125,132.2100067138672,30.606992721557617,349.80999755859375,44.60490798950195,126.9000015258789,1798.8106689453125,93.91000366210938,478.0899963378906,32.130001068115234,12.070974349975586,2245.534423828125,90.57239532470703,77.72166442871094,132.1011199951172,286690.0,39830.0,90620.0,21.219999313354492,166.5726318359375,20440.0,151.34632873535156,7.760000228881836,324.2414245605469,106.07408905029297,7.900000095367432,46.72879409790039,11.438692092895508,33.17039108276367,49.20000076293945,23370.0,189.47999572753906,53780.0,48.13999938964844,411.1485900878906
2023-07-31/2023-08-06,180.62059020996094,139.57000732421875,30.031312942504883,349.989990234375,43.0054931640625,126.87999725341797,1778.066650390625,90.0,471.9700012207031,31.40999984741211,11.861882209777832,2344.903076171875,89.51932525634766,75.75542449951172,127.64727020263672,291100.0,41500.0,90900.0,20.290000915527344,161.37916564941406,20940.0,150.4878692626953,8.109999656677246,309.54754638671875,106.25962829589844,7.849999904632568,44.65972900390625,11.102018356323242,32.563602447509766,28.5,24260.0,187.38999938964844,54710.0,45.20000076293945,401.855712890625
2023-08-07/2023-08-13,176.45217895507812,138.41000366210938,30.021717071533203,358.3500061035156,42.41946792602539,126.52999877929688,1824.98779296875,92.3499984741211,464.57000732421875,30.43000030517578,11.17170238494873,2274.550048828125,90.7386703491211,71.45362854003906,129.09202575683594,289000.0,40510.0,89180.0,20.190000534057617,165.97119140625,20330.0,148.97354125976562,7.170000076293945,300.4921875,105.5564956665039,7.760000228881836,40.83646774291992,11.192344665527344,33.51205825805664,27.899999618530273,23940.0,184.9600067138672,54170.0,43.709999084472656,400.9058532714844
2023-08-14/2023-08-20,173.410888671875,133.22000122070312,27.930078506469727,352.55999755859375,40.21140670776367,126.22000122070312,1797.8228759765625,94.0,455.1000061035156,29.649999618530273,11.006059646606445,2166.138671875,88.51376342773438,68.22978973388672,126.9996109008789,281000.0,39500.0,85170.0,19.229999542236328,164.67282104492188,20100.0,143.68785095214844,6.960000038146973,282.172119140625,102.35337829589844,7.210000038146973,43.279354095458984,11.405845642089844,34.08856964111328,27.690000534057617,23290.0,182.64999389648438,52910.0,44.689998626708984,392.7586669921875
2023-08-21/2023-08-27,177.5054168701172,133.25999450683594,27.344806671142578,355.92999267578125,39.25014114379883,125.80999755859375,1825.9755859375,91.95999908447266,457.67999267578125,29.920000076293945,10.960046768188477,2101.6484375,88.65626525878906,68.45934295654297,129.41087341308594,288110.0,39940.0,89100.0,18.90999984741211,158.71560668945312,20540.0,141.83592224121094,7.079999923706055,284.4135437011719,96.52332305908203,7.110000133514404,45.99712371826172,11.750730514526367,33.828208923339844,30.299999237060547,24030.0,184.25,53880.0,43.959999084472656,395.8041076660156
2023-08-28/2023-09-03,188.2882843017578,138.1199951171875,27.805349349975586,362.4599914550781,39.583251953125,126.6500015258789,1817.5792236328125,92.06999969482422,471.32000732421875,30.520000457763672,11.17170238494873,2096.679931640625,90.45362091064453,69.11808776855469,135.1699981689453,285030.0,40670.0,91780.0,19.209999084472656,154.31944274902344,20690.0,141.6140899658203,7.0,295.2521667480469,99.96080780029297,7.110000133514404,48.48699188232422,12.322811126708984,33.27029037475586,29.219999313354492,24130.0,186.9199981689453,55850.0,47.040000915527344,406.0957946777344
2023-09-04/2023-09-10,177.07803344726562,138.22999572753906,27.43723487854004,363.1499938964844,38.63150405883789,126.3499984741211,1760.285888671875,89.0999984741211,466.9800109863281,30.010000228881836,11.318940162658691,2037.058837890625,88.45832824707031,64.77637481689453,135.8874053955078,290250.0,40190.0,91900.0,18.31999969482422,154.3964080810547,20280.0,138.73008728027344,7.079999923706055,296.7564392089844,95.70065307617188,6.809999942779541,45.55132293701172,12.484394073486328,31.847610473632812,28.350000381469727,24060.0,185.4600067138672,54350.0,47.2400016784668,400.8863220214844
2023-09-11/2023-09-17,173.92764282226562,140.38999938964844,27.9016170501709,367.8599853515625,40.649208068847656,126.01000213623047,1750.4078369140625,93.80000305175781,466.4100036621094,30.270000457763672,11.604212760925293,2076.80615234375,91.443359375,66.30345916748047,136.90370178222656,283230.0,39270.0,86680.0,18.0,155.25221252441406,19630.0,143.5335235595703,6.449999809265137,299.1672058105469,94.31907653808594,7.360000133514404,43.883697509765625,12.926621437072754,31.680238723754883,24.209999084472656,23680.0,186.02499389648438,53180.0,47.52000045776367,400.2497253417969
2023-09-18/2023-09-24,173.7090301513672,129.1199951171875,26.740663528442383,360.1600036621094,38.945579528808594,125.58000183105469,1659.52880859375,89.08999633789062,455.1199951171875,29.809999465942383,11.438570976257324,2026.128173828125,88.08618927001953,64.20745849609375,129.77952575683594,276280.0,38870.0,84210.0,17.170000076293945,154.3386993408203,19710.0,140.56271362304688,6.389999866485596,297.9418640136719,89.0181655883789,6.849999904632568,41.59454345703125,12.824567794799805,30.397031784057617,21.270000457763672,23130.0,186.11000061035156,50660.0,44.40999984741211,388.7144470214844
2023-09-25/2023-10-01,170.1511688232422,127.12000274658203,26.489118576049805,350.29998779296875,39.145450592041016,125.4800033569336,1664.4678955078125,90.48999786376953,450.75,29.420000076293945,11.42936897277832,1973.26416015625,87.53192901611328,67.91038513183594,130.38734436035156,270290.0,37990.0,85700.0,17.030000686645508,149.7710418701172,19630.0,139.8778839111328,6.340000152587891,299.06756591796875,93.6919937133789,7.25,43.48284912109375,12.748028755187988,30.843364715576172,17.729999542236328,23210.0,179.00999450683594,50290.0,45.9900016784668,384.5429992675781
2023-10-02/2023-10-08,176.39231872558594,127.95999908447266,25.22174644470215,346.3399963378906,38.612464904785156,124.70999908447266,1595.3209228515625,91.0,447.4599914550781,29.200000762939453,11.042869567871094,1937.6900634765625,88.32389831542969,68.32959747314453,137.08306884765625,292170.0,40540.0,93400.0,16.770000457763672,151.58848571777344,20830.0,139.95506286621094,6.619999885559082,314.2296447753906,95.15194702148438,7.380000114440918,45.74500274658203,11.982636451721191,30.80617332458496,14.010000228881836,25230.0,176.8699951171875,54210.0,45.779998779296875,387.83831787109375
2023-10-09/2023-10-15,177.74392700195312,129.7899932861328,25.889293670654297,345.0899963378906,39.430973052978516,125.41999816894531,1496.63818359375,90.69999694824219,453.45001220703125,29.270000457763672,10.868024826049805,1935.70263671875,86.6678695678711,66.99214935302734,136.86386108398438,293880.0,41000.0,93580.0,15.899999618530273,150.82882690429688,21120.0,143.8055877685547,6.159999847412109,313.49249267578125,97.89549255371094,7.760000228881836,45.444114685058594,13.13072395324707,29.857717514038086,12.869999885559082,25500.0,185.42999267578125,55010.0,43.47999954223633,389.6666259765625
2023-10-16/2023-10-22,171.8108367919922,125.16999816894531,25.453935623168945,335.8599853515625,37.765411376953125,124.41999816894531,1444.1851806640625,91.5,442.79998779296875,28.479999542236328,10.71158218383789,1838.3212890625,84.0531005859375,63.92799758911133,135.11021423339844,292160.0,39350.0,92900.0,15.130000114440918,147.12661743164062,20550.0,138.898681640625,6.170000076293945,307.4754638671875,100.5998306274414,8.170000076293945,41.37162780761719,13.785560607910156,28.500125885009766,11.399999618530273,24790.0,192.38999938964844,54150.0,42.959999084472656,380.3972473144531
2023-10-23/2023-10-29,167.1796417236328,127.73999786376953,24.351030349731445,331.7099914550781,36.39488983154297,124.7699966430664,1460.0889892578125,91.23999786376953,433.510009765625,28.350000381469727,9.165581703186035,1838.3212890625,84.26702880859375,63.008785247802734,121.72872161865234,280570.0,38520.0,88510.0,14.739999771118164,140.0106964111328,20290.0,131.84445190429688,6.199999809265137,295.600830078125,96.00440216064453,8.010000228881836,40.48495864868164,13.037177085876465,27.998003005981445,10.020000457763672,24490.0,191.13999938964844,49500.0,41.22999954223633,370.89202880859375
2023-10-30/2023-11-05,175.55751037597656,138.60000610351562,27.495281219482422,351.80999755859375,40.220924377441406,126.6500015258789,1457.02685546875,94.58999633789062,456.94000244140625,29.690000534057617,9.717723846435547,1887.011962890625,86.30339813232422,71.46653747558594,128.6337127685547,275650.0,37260.0,88270.0,15.9399995803833,145.5303192138672,19940.0,138.94728088378906,6.650000095367432,313.40283203125,104.90132141113281,8.479999542236328,44.98828887939453,13.334830284118652,29.067338943481445,11.9399995803833,23690.0,192.10000610351562,49650.0,47.75,392.63519287109375
2023-11-06/2023-11-12,185.24722290039062,143.55999755859375,26.779361724853516,350.55999755859375,40.56960678100586,125.97000122070312,1516.295654296875,94.25,457.80999755859375,29.450000762939453,9.215036392211914,1880.155517578125,91.33484649658203,69.41950225830078,132.111083984375,273060.0,38080.0,92460.0,15.6899995803833,141.5973358154297,19760.0,142.28005981445312,6.269999980926514,327.5188903808594,103.97047424316406,8.520000457763672,48.31705093383789,12.952132225036621,27.412193298339844,12.390000343322754,23600.0,187.10000610351562,50900.0,51.58000183105469,397.9627990722656
2023-11-13/2023-11-19,188.76524353027344,145.17999267578125,29.0045223236084,358.92999267578125,43.731876373291016,126.87999725341797,1559.759521484375,94.61000061035156,471.82000732421875,30.34000015258789,9.598217964172363,1997.311279296875,95.0272216796875,72.89447021484375,134.82125854492188,285680.0,38940.0,93480.0,16.719999313354492,144.0398406982422,19920.0,148.4889678955078,6.329999923706055,333.7650451660156,103.82349395751953,8.069999694824219,49.27969741821289,13.640987396240234,28.196428298950195,9.300000190734863,24020.0,191.27000427246094,51460.0,54.439998626708984,407.2518005371094
