Date,AAPL,AMZN,BAC,BRK-B,C,CBU7.L,CENCOSUD.SN,CHILE.SN,CSPX.L,EIMI.L,F,FALABELLA.SN,GE,GEHC,GOOGL,ISAC.CL,IUFS.CL,IUIT.CL,JETS,JNJ,JPEA.CL,JPM,LQDA,META,NKE,NU,NVDA,PBR,PFE,RBOT,SDHA.CL,SGLD.L,SUAS.CL,UBER,VOO
2023-11-20/2023-11-26,189.04388427734375,146.74000549316406,28.762659072875977,362.67999267578125,43.606544494628906,126.88999938964844,1560.747314453125,95.69999694824219,477.0,30.540000915527344,9.719714164733887,1959.5511474609375,95.05892181396484,73.60344696044922,136.1962890625,293920.0,41100.0,97300.0,16.809999465942383,146.64581298828125,20780.0,149.1885528564453,6.849999904632568,336.9429016113281,105.4696273803711,8.210000038146973,47.758262634277344,13.037177085876465,28.743017196655273,10.859999656677246,24620.0,193.02499389648438,54080.0,55.31999969482422,411.24261474609375
2023-11-27/2023-12-03,190.30767822265625,147.02999877929688,29.95263671875,357.07000732421875,45.534751892089844,128.5800018310547,1575.5645751953125,97.95999908447266,479.95001220703125,30.649999618530273,9.887940406799316,2081.67529296875,97.06358337402344,69.30966186523438,131.38372802734375,293220.0,40640.0,94400.0,17.31999969482422,153.5197296142578,20580.0,152.39503479003906,7.269999980926514,323.58392333984375,111.1918716430664,8.300000190734863,46.74763107299805,13.398361206054688,27.244609832763672,8.579999923706055,24200.0,198.52999877929688,53760.0,57.349998474121094,414.6732177734375
2023-12-04/2023-12-10,194.75587463378906,147.4199981689453,30.191699981689453,353.0799865722656,47.13517761230469,128.32000732421875,1642.7359619140625,98.69999694824219,481.010009765625,30.280000686645508,10.289813041687012,2184.025146484375,95.5501708984375,68.42093658447266,134.50241088867188,288140.0,40960.0,94480.0,18.440000534057617,149.68125915527344,20700.0,154.0274200439453,7.230000019073486,331.4837341308594,113.95524597167969,8.220000267028809,47.48835754394531,13.107667922973633,27.122098922729492,8.039999961853027,24100.0,193.5500030517578,53880.0,61.70000076293945,415.71514892578125
2023-12-11/2023-12-17,196.60682678222656,149.97000122070312,32.76618576049805,356.5,48.041439056396484,130.47999572753906,1659.52880859375,101.61000061035156,495.1099853515625,31.18000030517578,11.233746528625488,2251.6953125,97.64199829101562,74.90156555175781,132.1210479736328,290300.0,41220.0,95340.0,19.18000030517578,150.39854431152344,20860.0,160.54727172851562,7.449999809265137,333.6455078125,119.5001220703125,8.300000190734863,48.87614059448242,13.169329643249512,25.095951080322266,9.449999809265137,24160.0,196.42999267578125,54420.0,61.86000061035156,425.7118835449219
2023-12-18/2023-12-24,192.65618896484375,153.4199981689453,32.600406646728516,356.4700012207031,49.034461975097656,130.94000244140625,1639.7725830078125,101.5,497.94000244140625,31.010000228881836,11.542160987854004,2176.175048828125,100.383544921875,77.46784973144531,140.97894287109375,295000.0,41900.0,97000.0,19.34000015258789,150.68931579589844,21280.0,162.65574645996094,11.770000457763672,352.04522705078125,106.21797180175781,8.220000267028809,48.816162109375,13.900470733642578,26.763986587524414,13.649999618530273,24200.0,199.1699981689453,55680.0,61.709999084472656,427.87445068359375
2023-12-25/2023-12-31,191.5913848876953,151.94000244140625,32.834442138671875,356.6600036621094,49.59364318847656,130.9499969482422,1634.83349609375,103.48999786376953,502.0,31.799999237060547,11.39262580871582,2186.11181640625,101.12836456298828,77.20822143554688,139.18544006347656,293500.0,41900.0,94360.0,19.030000686645508,151.93003845214844,21100.0,165.2792510986328,12.029999732971191,352.613037109375,106.73902130126953,8.329999923706055,49.507965087890625,14.067839622497559,27.13152313232422,11.010000228881836,24040.0,199.32000732421875,55120.0,61.56999969482422,431.13067626953125
2024-01-01/2024-01-07,180.2967071533203,145.24000549316406,33.57558822631836,365.5899963378906,52.379913330078125,130.57000732421875,1536.052001953125,99.5999984741211,494.1000061035156,31.3799991607666,11.07486629486084,2131.55859375,100.12945556640625,76.50924682617188,135.23974609375,289640.0,41320.0,92500.0,18.770000457763672,156.18531799316406,20640.0,167.38775634765625,12.65999984741211,350.6107177734375,100.35847473144531,8.569999694824219,49.08308029174805,14.569948196411133,27.772348403930664,12.479999542236328,23500.0,198.02999877929688,54380.0,57.58000183105469,424.3992614746094
2024-01-08/2024-01-14,185.01361083984375,154.6199951171875,31.986038208007812,363.6199951171875,50.731292724609375,131.39999389648438,1570.7242431640625,100.0,501.69000244140625,31.209999084472656,10.71037769317627,2136.427490234375,102.90443420410156,76.05988311767578,142.13475036621094,292840.0,42440.0,94580.0,18.15999984741211,157.4066619873047,20560.0,165.2718963623047,12.4399995803833,373.06494140625,103.2882080078125,9.260000228881836,54.694488525390625,14.393769264221191,27.046707153320312,16.860000610351562,23960.0,198.1699981689453,54660.0,63.20000076293945,432.3052062988281
2024-01-15/2024-01-21,190.62611389160156,155.33999633789062,31.420433044433594,366.989990234375,49.670772552490234,130.11000061035156,1506.4176025390625,99.0,503.80999755859375,30.270000457763672,10.467384338378906,1987.3743896484375,102.9202880859375,74.03199005126953,145.85128784179688,291680.0,41520.0,100200.0,18.110000610351562,156.71844482421875,20820.0,166.50372314453125,12.890000343322754,381.9908142089844,100.06352996826172,9.170000076293945,59.47413635253906,13.865234375,26.650901794433594,13.949999809265137,23960.0,195.38999938964844,54900.0,65.11000061035156,437.5364685058594
2024-01-22/2024-01-28,191.48193359375,159.1199951171875,32.600406646728516,385.3999938964844,51.743595123291016,130.30999755859375,1580.503662109375,102.19999694824219,515.1199951171875,30.969999313354492,10.6449556350708,2186.11181640625,104.0144271850586,73.07301330566406,151.64028930664062,296500.0,43320.0,102660.0,19.1200008392334,154.60536193847656,20720.0,168.4296875,12.170000076293945,392.6401672363281,101.01718139648438,9.5,61.013702392578125,15.019201278686523,25.887561798095703,12.300000190734863,24060.0,194.77000427246094,55400.0,65.5199966430664,442.412353515625
2024-01-29/2024-02-04,184.9439697265625,171.80999755859375,32.63941192626953,390.75,53.546485900878906,130.6999969482422,1659.52880859375,107.0,519.1400146484375,30.579999923706055,11.345897674560547,2268.587890625,108.25619506835938,73.83221435546875,141.86572265625,300360.0,43440.0,100340.0,19.149999618530273,151.8040313720703,20800.0,170.82493591308594,13.579999923706055,473.1824645996094,99.0115737915039,9.369999885559082,66.14124298095703,14.983967781066895,25.760576248168945,12.0600004196167,24220.0,196.24000549316406,55560.0,68.06999969482422,448.3837890625
2024-02-05/2024-02-11,187.9293212890625,174.4499969482422,32.24933624267578,398.3599853515625,52.54892349243164,129.9499969482422,1646.193359375,108.11000061035156,525.9400024414062,31.239999771118164,11.85057544708252,2295.41748046875,110.4286117553711,81.25437927246094,148.46180725097656,302500.0,43760.0,106960.0,19.700000762939453,151.9494171142578,20860.0,171.0986785888672,14.8100004196167,466.32861328125,102.73765563964844,9.890000343322754,72.11256408691406,15.14252758026123,26.363218307495117,12.300000190734863,24180.0,195.11500549316406,56140.0,70.91000366210938,454.69085693359375
2024-02-12/2024-02-18,181.65269470214844,169.50999450683594,33.2440299987793,405.989990234375,53.385963439941406,129.25,1743.4930419921875,114.0999984741211,528.22998046875,31.829999923706055,11.495431900024414,2325.128662109375,118.26200866699219,85.92945861816406,140.012451171875,306320.0,44000.0,106940.0,19.989999771118164,151.74586486816406,20840.0,175.02883911132812,14.59000015258789,471.51885986328125,101.76435852050781,10.359999656677246,72.59241485595703,15.591781616210938,26.420616149902344,11.1899995803833,24220.0,193.91000366210938,56780.0,78.41000366210938,453.0721435546875
2024-02-19/2024-02-25,181.86195373535156,174.99000549316406,33.078243255615234,417.2200012207031,54.437137603759766,129.36000061035156,1674.3460693359375,107.70999908447266,534.8499755859375,32.150001525878906,11.652042388916016,2191.080322265625,121.56819915771484,88.97624969482422,143.4400177001953,306500.0,44560.0,106100.0,20.139999389648438,158.0646209716797,20780.0,179.8780059814453,14.319999694824219,482.18804931640625,103.84860229492188,10.220000267028809,78.79466247558594,15.292278289794922,26.554534912109375,10.5,24120.0,196.5399932861328,56500.0,78.19999694824219,460.7215576171875
2024-02-26/2024-03-03,179.0122833251953,178.22000122070312,33.49757385253906,407.1099853515625,54.11594772338867,129.9600067138672,1686.1998291015625,110.91000366210938,537.2999877929688,32.119998931884766,11.949581146240234,2511.047607421875,125.78617858886719,92.62240600585938,136.6446533203125,313220.0,45800.0,108380.0,20.100000381469727,158.3380889892578,20880.0,181.14891052246094,14.520000457763672,500.9194641113281,100.1618423461914,11.270000457763672,82.25567626953125,14.69327163696289,25.43534278869629,10.949999809265137,24400.0,200.24000549316406,57600.0,81.02999877929688,465.31121826171875
2024-03-04/2024-03-10,170.1144561767578,175.35000610351562,34.96110916137695,403.1499938964844,55.97496032714844,130.80999755859375,1648.662841796875,111.26000213623047,541.7899780273438,32.43000030517578,11.690434455871582,2424.5966796875,133.1676483154297,93.77119445800781,134.92091369628906,317400.0,45340.0,107340.0,20.100000381469727,155.7987518310547,21180.0,184.01345825195312,14.039999961853027,504.5594787597656,97.83602142333984,11.069999694824219,87.5031967163086,13.01957893371582,26.037982940673828,10.649999618530273,24380.0,210.0,57660.0,78.69999694824219,464.28472900390625
2024-03-11/2024-03-17,171.99765014648438,174.4199981689453,34.77451705932617,408.1300048828125,56.07229995727539,129.44000244140625,1674.3460693359375,110.19999694824219,537.5399780273438,32.33000183105469,11.575258255004883,2461.462646484375,133.9049835205078,89.3158950805664,140.6700439453125,317700.0,45320.0,108580.0,19.65999984741211,154.489990234375,21260.0,186.04696655273438,15.899999618530273,482.76947021484375,98.30961608886719,11.609999656677246,87.81622314453125,12.8081636428833,26.726716995239258,11.489999771118164,24220.0,208.63999938964844,56900.0,76.06999969482422,463.90966796875
2024-03-18/2024-03-24,171.65887451171875,178.8699951171875,36.38508224487305,411.6000061035156,59.19661331176758,130.25,1668.419189453125,112.69999694824219,550.0399780273438,32.41999816894531,12.391092300415039,2484.218017578125,138.86825561523438,89.63555145263672,150.22543334960938,313920.0,45500.0,107320.0,20.329999923706055,151.6088104248047,21260.0,192.2257080078125,16.729999542236328,508.1794738769531,92.6067886352539,12.25,94.26669311523438,12.94029712677002,26.171903610229492,10.260000228881836,24160.0,208.89999389648438,59060.0,80.2300033569336,472.9606018066406
2024-03-25/2024-03-31,170.86175537109375,180.3800048828125,37.239471435546875,420.5199890136719,61.552024841308594,130.25999450683594,1679.28515625,109.0,552.489990234375,32.59000015258789,12.746220588684082,2556.757080078125,139.16952514648438,90.81431579589844,150.3848419189453,318880.0,46540.0,110140.0,21.010000228881836,154.49977111816406,21360.0,195.82347106933594,14.75,484.2453918457031,92.72518157958984,11.930000305175781,90.33462524414062,13.398361206054688,26.544967651367188,9.0600004196167,24300.0,214.19000244140625,58020.0,76.98999786376953,475.9867248535156
2024-04-01/2024-04-07,168.96861267089844,185.07000732421875,36.44401168823242,418.6199951171875,59.95579528808594,129.49000549316406,1624.955322265625,109.93000030517578,546.4099731445312,32.7400016784668,12.746220588684082,2444.470458984375,155.27548217773438,88.37688446044922,151.9491729736328,310700.0,46480.0,105360.0,20.1200008392334,148.8350830078125,20880.0,193.03717041015625,15.710000038146973,525.890625,87.65380859375,11.979999542236328,87.9871826171875,13.645011901855469,25.502300262451172,8.220000267028809,23900.0,224.1999969482422,57720.0,77.16000366210938,471.8179626464844
2024-04-08/2024-04-14,175.91348266601562,186.1300048828125,35.147701263427734,403.260009765625,58.08704376220703,128.50999450683594,1638.78466796875,107.30000305175781,542.3300170898438,32.31999969482422,12.103150367736816,2450.929443359375,153.61642456054688,86.18919372558594,157.1602783203125,310100.0,44400.0,104940.0,19.540000915527344,144.07867431640625,20500.0,179.7471923828125,13.949999809265137,510.49310302734375,90.77162170410156,11.289999961853027,88.1651382446289,13.847617149353027,24.737041473388672,9.390000343322754,23380.0,230.9499969482422,55320.0,75.27999877929688,464.9658203125
2024-04-15/2024-04-21,164.40512084960938,174.6300048828125,36.306522369384766,405.0799865722656,57.561458587646484,128.14999389648438,1601.247802734375,104.6500015258789,525.22998046875,31.600000381469727,11.652042388916016,2465.337890625,147.3511505126953,84.40106201171875,153.53341674804688,309480.0,44880.0,104720.0,20.459999084472656,144.4595947265625,20780.0,182.70709228515625,13.289999961853027,479.7478332519531,93.26783752441406,10.479999542236328,76.18197631835938,14.508285522460938,24.870962142944336,8.640000343322754,23900.0,230.50999450683594,55700.0,69.19999694824219,450.6377258300781
2024-04-22/2024-04-28,168.6896209716797,179.6199951171875,37.15108871459961,402.1000061035156,60.98750686645508,127.98999786376953,1598.2843017578125,105.77999877929688,536.2999877929688,32.619998931884766,12.275915145874023,2474.479736328125,161.57275390625,86.17957305908203,171.3289337158203,307560.0,46000.0,106760.0,20.469999313354492,142.7308807373047,21100.0,190.2690887451172,12.529999732971191,442.0716857910156,92.86331939697266,11.050000190734863,87.71424865722656,15.019201278686523,24.29701805114746,8.100000381469727,24280.0,224.9499969482422,55540.0,69.05000305175781,462.62896728515625
2024-04-29/2024-05-05,182.71884155273438,186.2100067138672,36.58149719238281,400.8699951171875,59.877933502197266,129.16000366210938,1674.6424560546875,105.37999725341797,538.7100219726562,33.599998474121094,11.930386543273926,2554.37255859375,163.32431030273438,79.41432189941406,166.63592529296875,314560.0,46140.0,103960.0,20.459999084472656,145.78785705566406,21160.0,187.3386993408203,12.789999961853027,450.7178039550781,90.91962432861328,11.680000305175781,88.76799774169922,14.852864265441895,26.60236358642578,9.300000190734863,24400.0,221.32000732421875,56520.0,69.2300033569336,465.371826171875
2024-05-06/2024-05-12,182.39004516601562,187.47999572753906,37.75996398925781,412.04998779296875,62.37144088745117,129.32000732421875,1704.96826171875,107.69999694824219,549.2999877929688,33.61000061035156,11.508070945739746,2731.646240234375,162.59780883789062,83.34156799316406,168.0408477783203,320100.0,45380.0,105880.0,20.6299991607666,146.41293334960938,21200.0,195.46121215820312,12.0600004196167,474.8912048339844,89.72577667236328,11.760000228881836,89.85673522949219,15.440470695495605,26.793678283691406,8.699999809265137,24400.0,228.05999755859375,56200.0,66.98999786376953,474.0458679199219
2024-05-13/2024-05-19,189.44204711914062,184.6999969482422,38.58488845825195,416.94000244140625,62.90159606933594,129.8000030517578,1800.4000244140625,108.70999908447266,557.97998046875,34.63999938964844,11.929569244384766,2782.32421875,159.12452697753906,81.80265045166016,175.42408752441406,320040.0,46500.0,108060.0,20.989999771118164,151.0325927734375,21240.0,201.3809814453125,12.710000038146973,470.6130065917969,90.94921875,11.65999984741211,92.45712280273438,13.57821273803711,27.809478759765625,12.65999984741211,24280.0,232.30999755859375,57040.0,65.66999816894531,481.91796875
2024-05-20/2024-05-26,189.5518035888672,180.75,38.987525939941406,407.4100036621094,62.4205322265625,129.44000244140625,1862.300048828125,108.6500015258789,559.3699951171875,34.099998474121094,11.812994003295898,2719.22509765625,166.52891540527344,79.79405212402344,174.35794067382812,320040.0,45720.0,113200.0,20.270000457763672,143.54150390625,21080.0,197.36891174316406,12.420000076293945,476.9056396484375,90.52495574951172,11.729999542236328,106.44380950927734,13.397409439086914,28.042518615722656,10.5,23920.0,225.0,57080.0,64.26000213623047,481.95758056640625
2024-05-27/2024-06-02,191.81668090820312,176.44000244140625,39.27232360839844,414.3999938964844,61.17369079589844,129.6300048828125,1723.9000244140625,109.0,548.969970703125,33.0,11.78385066986084,2763.444091796875,164.34938049316406,77.94535064697266,171.87692260742188,322160.0,45800.0,110320.0,20.030000686645508,144.4064483642578,21200.0,199.25694274902344,12.869999885559082,465.5469665527344,93.78089904785156,11.880000114440918,109.60707092285156,14.057336807250977,27.828899383544922,9.449999809265137,24220.0,224.5500030517578,56760.0,64.55999755859375,479.8682556152344
2024-06-03/2024-06-09,196.44622802734375,184.3000030517578,39.06609344482422,413.7200012207031,60.65335464477539,130.07000732421875,1786.800048828125,108.75,564.989990234375,33.619998931884766,11.803279876708984,2833.002197265625,161.14480590820312,76.28651428222656,173.82984924316406,329000.0,45700.0,125000.0,19.93000030517578,144.8101348876953,21160.0,196.62156677246094,13.770000457763672,491.6051330566406,95.26087188720703,11.890000343322754,120.85940551757812,13.144288063049316,27.751218795776367,10.050000190734863,24280.0,222.60000610351562,55800.0,69.30999755859375,485.9876708984375
2024-06-10/2024-06-16,212.01107788085938,183.66000366210938,38.77016067504883,405.5400085449219,58.24803924560547,131.35000610351562,1770.0,106.98999786376953,571.5599975585938,33.810001373291016,11.375835418701172,2979.07421875,155.13372802734375,76.4364013671875,176.15142822265625,346200.0,46600.0,131660.0,19.440000534057617,143.29388427734375,22640.0,190.55426025390625,12.9399995803833,502.7743835449219,92.50314331054688,11.760000228881836,131.8488006591797,12.285479545593262,26.73166847229004,8.119999885559082,25660.0,224.49000549316406,60900.0,70.05999755859375,494.0874328613281
2024-06-17/2024-06-23,207.02235412597656,189.0800018310547,39.01716995239258,409.6199951171875,58.89600372314453,131.19000244140625,1777.5,106.23999786376953,576.22998046875,34.220001220703125,11.50212574005127,2951.2509765625,163.45370483398438,79.1145248413086,179.1865997314453,350000.0,48420.0,132840.0,19.729999542236328,146.454345703125,22800.0,193.03231811523438,12.199999809265137,493.9100341796875,96.25715637207031,12.25,126.55045318603516,12.737483978271484,26.935577392578125,6.960000038146973,26200.0,224.52999877929688,61580.0,70.20999908447266,496.8600158691406
2024-06-24/2024-06-30,210.14527893066406,193.25,39.293819427490234,406.79998779296875,62.30271911621094,131.05999755859375,1775.0,105.01000213623047,580.4199829101562,34.310001373291016,12.182150840759277,2882.6865234375,158.2089080810547,77.86540222167969,181.7003631591797,352060.0,49320.0,133720.0,19.65999984741211,143.90432739257812,22660.0,198.8931121826172,12.0,503.33343505859375,74.6542739868164,12.890000343322754,123.52091979980469,13.09908676147461,27.16861915588379,5.869999885559082,26180.0,224.57000732421875,62340.0,72.68000030517578,495.2261657714844
2024-07-01/2024-07-07,225.82984924316406,200.0,39.92615509033203,411.1700134277344,62.86232376098633,131.91000366210938,1714.0,107.9000015258789,585.719970703125,34.900001525878906,12.473589897155762,3019.8154296875,159.7316131591797,77.00601196289062,190.12953186035156,348860.0,49220.0,134540.0,19.149999618530273,144.21937561035156,22560.0,201.3809814453125,12.229999542236328,538.9606323242188,74.71369934082031,12.819999694824219,125.8105697631836,13.316048622131348,27.236587524414062,7.329999923706055,26040.0,230.1699981689453,61780.0,71.05999755859375,506.63482666015625
2024-07-08/2024-07-14,230.0203857421875,194.49000549316406,41.09202575683594,424.44000244140625,63.343387603759766,132.4199981689453,1707.0,110.0,594.52001953125,35.70000076293945,13.629630088806152,3027.764892578125,158.2487335205078,80.22374725341797,184.61317443847656,345600.0,49180.0,130160.0,19.260000228881836,147.56690979003906,22080.0,202.64517211914062,12.609999656677246,497.9928283691406,72.72278594970703,13.40999984741211,129.2200469970703,13.64149284362793,28.08135986328125,8.630000114440918,25880.0,232.44000244140625,62300.0,72.43000030517578,511.3152160644531
2024-07-15/2024-07-21,223.80442810058594,183.1300048828125,42.3863410949707,434.4700012207031,63.95207977294922,132.32000732421875,1725.0,111.69999694824219,582.0700073242188,34.31999969482422,13.581056594848633,3027.764892578125,158.63623046875,80.3836441040039,177.22145080566406,343960.0,51000.0,128900.0,19.110000610351562,152.3026885986328,22180.0,207.4309844970703,11.079999923706055,475.9516906738281,72.0096206665039,13.470000267028809,117.91178894042969,13.505890846252441,29.100910186767578,7.849999904632568,25820.0,231.92999267578125,61460.0,67.30999755859375,501.3780822753906
2024-07-22/2024-07-28,217.46875,182.5,41.17106246948242,437.6600036621094,63.99135208129883,132.7100067138672,1737.0,112.05000305175781,575.1500244140625,34.060001373291016,10.870674133300781,3056.681396484375,169.28306579589844,80.4734115600586,166.5877685546875,339400.0,50080.0,123420.0,19.09000015258789,158.16085815429688,22480.0,209.8634490966797,11.630000114440918,464.8811950683594,71.8709487915039,12.40999984741211,113.04254150390625,13.081007957458496,29.87771224975586,7.829999923706055,25700.0,229.92999267578125,61880.0,64.4000015258789,497.18463134765625
2024-07-29/2024-08-04,219.36447143554688,167.89999389648438,37.13003921508789,428.3599853515625,57.68843078613281,135.47999572753906,1740.0,111.80000305175781,561.1500244140625,33.380001068115234,9.743776321411133,3100.30419921875,159.78265380859375,83.41243743896484,166.24862670898438,343860.0,49700.0,129660.0,17.399999618530273,161.60682678222656,22400.0,196.91012573242188,11.229999542236328,487.2817077636719,73.30718231201172,10.920000076293945,107.25342559814453,12.285479545593262,29.964574813842773,5.989999771118164,25620.0,233.89999389648438,61080.0,58.9900016784668,486.83013916015625
2024-08-05/2024-08-11,215.7526397705078,166.94000244140625,37.821659088134766,431.6700134277344,56.78520965576172,134.75,1776.0999755859375,109.0199966430664,562.4400024414062,33.68000030517578,9.811779975891113,3080.430419921875,166.6114044189453,83.37245178222656,163.2659912109375,327440.0,49400.0,119360.0,17.479999542236328,158.14114379882812,22960.0,203.4955596923828,11.649999618530273,516.859619140625,73.63404083251953,12.399999618530273,104.73382568359375,12.845965385437012,28.113327026367188,6.070000171661377,25980.0,234.25999450683594,58960.0,68.54000091552734,486.7406921386719
2024-08-12/2024-08-18,225.54051208496094,177.05999755859375,38.86896514892578,444.510009765625,60.86030578613281,134.72000122070312,1798.0,115.54000091552734,584.9299926757812,34.70000076293945,10.369114875793457,3199.772216796875,168.894287109375,84.77198791503906,162.55775451660156,337640.0,49860.0,122260.0,17.68000030517578,156.93014526367188,22880.0,211.57408142089844,14.109999656677246,526.4926147460938,82.43963623046875,14.09000015258789,124.56076049804688,13.70477294921875,27.867151260375977,5.840000152587891,25900.0,239.7100067138672,59800.0,72.04000091552734,506.247314453125
2024-08-19/2024-08-25,226.5906982421875,177.0399932861328,39.293819427490234,453.3800048828125,61.59379959106445,135.69000244140625,1861.0,115.4000015258789,594.7899780273438,35.25,11.118927955627441,3194.903076171875,170.68870544433594,84.75199127197266,165.211181640625,349440.0,51680.0,128380.0,18.350000381469727,161.59698486328125,23000.0,215.86546325683594,9.970000267028809,527.0715942382812,83.25183868408203,14.420000076293945,129.3500213623047,13.017725944519043,28.457975387573242,6.880000114440918,25880.0,242.69000244140625,62280.0,74.30000305175781,513.4119262695312
2024-08-26/2024-09-01,228.7483367919922,178.5,40.262081146240234,475.9200134277344,62.08940505981445,135.64999389648438,1850.0,115.5999984741211,591.5900268554688,34.83000183105469,11.039999008178711,3209.609619140625,174.07815551757812,84.79198455810547,162.97671508789062,353080.0,52400.0,127360.0,18.700000762939453,163.30029296875,24020.0,222.28280639648438,9.510000228881836,520.3934326171875,82.52877044677734,14.970000267028809,119.35157012939453,14.141155242919922,28.566293716430664,6.309999942779541,26060.0,241.50999450683594,62760.0,73.12999725341797,514.7832641601562
2024-09-02/2024-09-08,220.57733154296875,171.38999938964844,38.2959098815918,459.4200134277344,58.57061004638672,136.8699951171875,1811.4000244140625,114.5,573.8800048828125,33.77000045776367,10.438177108764648,3111.234619140625,160.72970581054688,85.0618896484375,150.54745483398438,358540.0,54840.0,121200.0,18.59000015258789,163.07154846191406,23800.0,210.0809783935547,9.100000381469727,499.3903503417969,79.86431121826172,13.699999809265137,102.81411743164062,13.695472717285156,28.1231746673584,5.769999980926514,26860.0,242.36000061035156,64740.0,69.58000183105469,493.517822265625
2024-09-09/2024-09-15,222.25547790527344,186.49000549316406,38.43619155883789,447.6099853515625,57.163089752197266,137.38999938964844,1765.0,115.80000305175781,595.0900268554688,34.540000915527344,10.546701431274414,3069.301025390625,177.72679138183594,86.88129425048828,157.0713348388672,362000.0,54000.0,128100.0,19.280000686645508,164.2024688720703,23840.0,202.03213500976562,9.800000190734863,523.6975708007812,78.60877990722656,14.739999771118164,119.08160400390625,13.491201400756836,28.822317123413086,5.820000171661377,26900.0,248.69000244140625,65240.0,72.4800033569336,513.322509765625
2024-09-16/2024-09-22,227.94920349121094,191.60000610351562,40.0472297668457,455.30999755859375,61.59379959106445,136.77999877929688,1755.0,114.5,601.8200073242188,35.13999938964844,10.734155654907227,3031.044189453125,186.848388671875,90.25017547607422,163.40272521972656,363260.0,55100.0,129840.0,19.790000915527344,162.85330200195312,24300.0,208.726318359375,9.949999809265137,560.3629150390625,86.08064270019531,14.630000114440918,115.99200439453125,13.370494842529297,28.970022201538086,5.760000228881836,27400.0,252.27999877929688,65320.0,73.94000244140625,520.5866088867188
2024-09-23/2024-09-29,227.53965759277344,187.97000122070312,39.182044982910156,457.4700012207031,61.326171875,137.0500030517578,1885.0,114.11000061035156,608.25,37.29999923706055,10.63549518585205,3373.568115234375,184.80477905273438,91.95960998535156,163.76231384277344,375740.0,54760.0,133920.0,20.84000015258789,160.11524963378906,24240.0,208.14292907714844,10.010000228881836,566.9027099609375,88.9858169555664,13.869999885559082,121.39163970947266,13.537626266479492,28.645069122314453,5.760000228881836,27140.0,255.72999572753906,65660.0,75.75,522.0771484375
2024-09-30/2024-10-06,226.55075073242188,186.50999450683594,39.88811492919922,461.9700012207031,62.08940505981445,135.67999267578125,1831.5,113.30000305175781,604.030029296875,37.18000030517578,10.42831039428711,3418.283935546875,186.7757110595703,91.38980102539062,166.86875915527344,374520.0,54440.0,132800.0,20.709999084472656,159.0140838623047,24320.0,208.85487365722656,10.029999732971191,595.459716796875,81.83232879638672,13.229999542236328,124.91139221191406,14.104015350341797,28.14286994934082,5.710000038146973,27260.0,256.1600036621094,67180.0,74.27999877929688,524.9697265625
2024-10-07/2024-10-13,227.2999267578125,188.82000732421875,41.71793746948242,460.2099914550781,65.16215515136719,135.17999267578125,1895.0,113.13999938964844,615.27001953125,36.869998931884766,10.576300621032715,3477.9052734375,190.84909057617188,90.99993133544922,163.05313110351562,376700.0,54400.0,136400.0,21.059999465942383,160.17478942871094,24280.0,221.14784240722656,11.09000015258789,589.4745483398438,81.73283386230469,13.710000038146973,134.79071044921875,13.686187744140625,28.713998794555664,6.409999847412109,27260.0,256.3399963378906,67880.0,86.33999633789062,531.0103759765625
2024-10-14/2024-10-20,234.74172973632812,188.99000549316406,42.08588790893555,464.79998779296875,62.29755783081055,135.25,1970.0,117.4000015258789,620.1199951171875,36.599998474121094,10.95120620727539,3557.400146484375,192.29672241210938,91.30982208251953,163.23292541503906,383000.0,57240.0,140240.0,22.56999969482422,163.80564880371094,24200.0,224.21202087402344,11.140000343322754,576.00537109375,82.4989242553711,14.449999809265137,137.99049377441406,13.147653579711914,28.773080825805664,7.739999771118164,27400.0,261.9100036621094,67660.0,79.16000366210938,535.6455078125
2024-10-21/2024-10-27,231.1556854248047,187.8300018310547,41.658267974853516,454.010009765625,61.21713638305664,134.61000061035156,2030.0,116.2300033569336,618.5,35.90999984741211,10.921607971191406,3510.697021484375,178.80870056152344,88.41999816894531,165.080810546875,382360.0,58620.0,143000.0,22.540000915527344,159.5994110107422,24540.0,221.16773986816406,11.010000228881836,572.7879638671875,78.44959259033203,14.9399995803833,141.53024291992188,12.804106712341309,28.01485824584961,7.940999984741211,27840.0,264.0299987792969,68240.0,77.62000274658203,530.561767578125
2024-10-28/2024-11-03,222.66502380371094,197.92999267578125,41.52898406982422,452.1400146484375,63.14999771118164,133.63999938964844,1994.0,112.0,609.469970703125,35.66999816894531,10.083003044128418,3429.214599609375,171.4207305908203,86.94999694824219,171.09390258789062,389100.0,59680.0,141120.0,23.149999618530273,158.85537719726562,24740.0,221.7945098876953,10.979999542236328,566.702880859375,77.66360473632812,14.34000015258789,135.3906707763672,12.172720909118652,27.660364151000977,8.079999923706055,28200.0,264.54998779296875,69420.0,73.25,523.26513671875
2024-11-04/2024-11-10,226.71058654785156,208.17999267578125,44.88034439086914,463.4100036621094,68.02674865722656,133.92999267578125,1936.5999755859375,112.98999786376953,634.7999877929688,35.56999969482422,10.822949409484863,3428.220947265625,184.5093994140625,85.94000244140625,178.14584350585938,392200.0,63060.0,143020.0,24.450000762939453,154.2324676513672,25000.0,235.7623748779297,11.029999732971191,588.8650512695312,75.49467468261719,15.229999542236328,147.6198272705078,12.701971054077148,26.311317443847656,8.399999618530273,28960.0,258.9700012207031,71780.0,72.04000091552734,548.1953735351562
