Date,BCOLOMBIA.CL,BHI.CL,BOGOTA.CL,BVC.CL,CELSIA.CL,CEMARGOS.CL,CNEC.CL,CONCONCRET.CL,CORFICOLCF.CL,ECOPETROL.CL,ENKA.CL,ETB.CL,EXITO.CL,GEB.CL,GRUBOLIVAR.CL,GRUPOARGOS.CL,GRUPOAVAL.CL,GRUPOSURA.CL,HCOLSEL.CL,ICOLCAP.CL,ISA.CL,MINEROS.CL,NUTRESA.CL,PFAVAL.CL,PFBCOLOM.CL,PFCORFICOL.CL,PFDAVVNDA.CL,PFGRUPOARG.CL,PFGRUPSURA.CL,PROMIGAS.CL,TERPEL.CL
2023-03-27/2023-04-02,29022.21484375,217.4894256591797,27196.931640625,8131.86376953125,2472.1943359375,2539.981689453125,38728.6640625,203.39999389648438,10292.8388671875,2035.32275390625,20.950450897216797,105.4800033569336,4042.963623046875,1135.5421142578125,54110.6953125,8341.083984375,485.40289306640625,37680.453125,10713.2080078125,11166.0673828125,13791.9248046875,2176.371337890625,44347.765625,490.20648193359375,23717.54296875,8924.7861328125,22922.416015625,5214.775390625,9680.5205078125,3537.615234375,6149.39697265625
2023-04-03/2023-04-09,30066.63671875,227.98892211914062,28450.650390625,8408.8251953125,2600.06640625,2600.577392578125,38808.9140625,198.0,10400.4296875,2110.08984375,21.66461944580078,108.66999816894531,3973.70068359375,1187.32568359375,53223.64453125,8533.783203125,461.18060302734375,37652.51171875,11240.4140625,11456.8017578125,14811.5263671875,2199.910400390625,49669.49609375,503.9284973144531,25023.609375,9315.134765625,22075.904296875,5109.0703125,9774.8408203125,3649.32421875,6943.2783203125
2023-04-10/2023-04-16,33362.890625,239.4883575439453,29874.486328125,8232.240234375,2623.083251953125,2676.322265625,36798.97265625,263.20001220703125,11655.6533203125,2126.704833984375,20.822463989257812,115.83000183105469,3944.354736328125,1268.7000732421875,52450.75,9090.46484375,492.2216491699219,40360.11328125,11459.25390625,11975.3544921875,15312.2236328125,2175.911376953125,54086.5390625,517.2599487304688,27029.861328125,10199.89453125,21569.10546875,5272.32763671875,10395.041015625,3693.229736328125,6767.44189453125
2023-04-17/2023-04-23,32919.98828125,245.0880889892578,29708.5234375,9039.4873046875,2608.685791015625,2739.666748046875,34189.046875,255.0,11386.677734375,1927.3260498046875,21.27593231201172,106.0,4045.281005859375,1235.41064453125,53461.30078125,8507.744140625,499.9377136230469,38125.18359375,11837.25,11877.1728515625,15785.6103515625,2012.91796875,52017.37890625,533.257568359375,26400.283203125,10107.115234375,20947.29296875,5010.51708984375,10236.2041015625,3599.599365234375,6853.10595703125
2023-04-24/2023-04-30,30662.85546875,226.9889678955078,29874.486328125,8450.869140625,2547.613037109375,2678.977783203125,34789.02734375,250.0,11915.6650390625,1927.76953125,20.378253936767578,105.0,3952.115478515625,1331.580322265625,55989.27734375,8251.3447265625,496.6559753417969,39524.359375,11837.25,11524.4794921875,16568.517578125,1999.935302734375,53572.3984375,522.5924682617188,24427.607421875,10823.2978515625,20500.3671875,5123.36669921875,10236.2041015625,3676.01220703125,6862.123046875
2023-05-01/2023-05-07,29811.11328125,226.9934539794922,32564.576171875,9051.384765625,2447.278564453125,2618.289306640625,35019.0234375,254.0,11915.6650390625,1753.360107421875,20.10062026977539,107.91999816894531,3921.14208984375,1309.38720703125,56977.3203125,8181.41943359375,480.8310241699219,41599.64453125,11274.234375,11343.3662109375,16295.41015625,2089.932373046875,55003.00390625,503.3439025878906,23630.142578125,10379.7197265625,19149.869140625,4789.33251953125,9971.474609375,3553.76513671875,6591.60595703125
2023-05-08/2023-05-14,28277.966796875,222.18359375,32124.39453125,9380.8583984375,2355.66943359375,2672.041748046875,34749.03125,246.0,11852.904296875,1790.4326171875,19.69342613220215,103.5,4125.79541015625,1301.9896240234375,56977.3203125,8624.2861328125,462.932861328125,40378.89453125,11296.615234375,11181.3203125,16632.2421875,2129.1806640625,53252.49609375,506.8307189941406,23361.525390625,10157.931640625,18936.12109375,5024.05908203125,10236.2041015625,3615.749755859375,6574.99609375
2023-05-15/2023-05-21,26855.548828125,220.56365966796875,30812.65625,8900.2197265625,2355.66943359375,2641.697509765625,37608.953125,240.0,11655.6533203125,1798.858154296875,18.481094360351562,100.88999938964844,3971.827392578125,1272.3990478515625,58492.76953125,8670.9052734375,455.8003845214844,38297.234375,11296.615234375,11061.2119140625,14984.494140625,2065.312744140625,52833.3671875,455.95989990234375,22547.267578125,10335.3623046875,18460.044921875,4896.33203125,10103.837890625,3618.461181640625,6450.75634765625
2023-05-22/2023-05-28,25092.4375,215.9937744140625,29828.130859375,8921.416015625,2267.5498046875,2645.165771484375,36698.9765625,249.0,12148.7783203125,1739.8792724609375,18.50885581970215,92.5,4119.87841796875,1296.811279296875,60725.31640625,8717.5224609375,429.5290222167969,37655.6640625,11296.615234375,10723.771484375,15111.4853515625,1999.935302734375,51444.89453125,451.0426330566406,22303.833984375,10211.1611328125,17810.107421875,4866.0703125,9927.3525390625,3573.565673828125,6450.30517578125
2023-05-29/2023-06-04,26063.427734375,210.99391174316406,29232.232421875,8999.9775390625,2477.815185546875,2947.742431640625,37558.953125,248.94000244140625,12991.5712890625,1782.849609375,18.50885581970215,100.0,3790.120849609375,1361.1708984375,63850.890625,8717.5224609375,441.3747253417969,37655.6640625,11409.5166015625,11006.4033203125,16790.5390625,1949.9366455078125,51444.89453125,459.1247863769531,23655.326171875,10184.5458984375,18722.373046875,4866.0703125,9927.3525390625,3591.64453125,6495.0400390625
2023-06-05/2023-06-11,28831.603515625,211.493896484375,29752.181640625,9307.642578125,2421.104736328125,3066.51904296875,37068.96875,245.0,14013.904296875,1829.190185546875,18.499603271484375,99.93000030517578,4090.296142578125,1464.73828125,66233.5,8717.5224609375,444.59368896484375,37655.6640625,11628.3564453125,11534.34765625,16417.416015625,1949.9366455078125,51444.89453125,458.3144226074219,25342.591796875,11354.5498046875,19859.123046875,4866.0703125,9927.3525390625,3753.4921875,6636.69189453125
2023-06-12/2023-06-18,27460.291015625,219.7936553955078,28744.283203125,8918.6796875,2390.568115234375,3060.450439453125,36398.984375,238.0,13911.8837890625,1853.6243896484375,18.962324142456055,90.8499984741211,4092.268310546875,1360.43115234375,62872.421875,9388.818359375,468.67291259765625,33598.99609375,11638.3037109375,11567.4248046875,16557.337890625,1904.938232421875,51519.91015625,427.7001037597656,24335.26953125,11308.3935546875,19829.974609375,5479.9716796875,11868.701171875,3977.32470703125,6424.78662109375
2023-06-19/2023-06-25,26438.197265625,219.16368103027344,27679.68359375,9060.5361328125,2342.582275390625,2883.585693359375,34469.0390625,234.0,13355.408203125,1803.071044921875,18.925308227539062,94.80000305175781,3950.32080078125,1357.47216796875,65308.16015625,8493.7578125,418.644287109375,32490.923828125,11638.3037109375,11133.525390625,15839.0751953125,1899.9383544921875,47850.125,437.6047058105469,23302.76171875,11111.0830078125,19431.626953125,5479.9716796875,11612.7958984375,4165.6416015625,6559.34228515625
2023-06-26/2023-07-02,26404.12890625,218.99368286132812,28554.859375,8621.23828125,2338.2197265625,2947.742431640625,30659.142578125,238.0,13772.765625,1803.071044921875,18.962324142456055,85.30000305175781,4137.6279296875,1350.074462890625,62693.33203125,8997.2294921875,428.8045959472656,33805.58203125,11200.6240234375,11188.005859375,15755.123046875,1849.9400634765625,46749.5546875,437.6047058105469,23495.83203125,11157.9873046875,19052.7109375,5425.80322265625,11427.486328125,3836.531005859375,6570.88427734375
2023-07-03/2023-07-09,26656.162109375,217.99371337890625,26819.884765625,9335.0986328125,2338.2197265625,2855.842041015625,32999.33203125,253.8800048828125,13911.8837890625,1819.9219970703125,18.0461368560791,89.0999984741211,4141.57275390625,1549.089599609375,64466.4140625,8852.7138671875,424.8394775390625,35065.80078125,11104.6337890625,11142.634765625,15839.0751953125,1833.9404296875,47079.4609375,446.3201904296875,24036.4453125,10892.982421875,18450.330078125,5498.02734375,12009.8349609375,4102.47021484375,6551.0283203125
2023-07-10/2023-07-16,29549.7578125,220.99362182617188,27436.9453125,8703.6064453125,2373.11865234375,3030.105712890625,34009.3125,237.27000427246094,14347.7900390625,1825.8199462890625,18.175697326660156,89.93000030517578,4104.72216796875,1545.7220458984375,62675.4140625,9036.5439453125,432.49652099609375,36117.4921875,11289.65234375,11496.6865234375,15951.01171875,1904.2681884765625,46366.13671875,444.5057678222656,25353.986328125,11179.2197265625,19276.173828125,5704.9111328125,12118.357421875,4210.87744140625,6502.61474609375
2023-07-17/2023-07-23,29462.076171875,220.99362182617188,27544.263671875,9119.72265625,2417.689697265625,3252.722900390625,33929.3125,268.8999938964844,14644.5771484375,1846.8839111328125,18.0461368560791,84.16999816894531,4131.7119140625,1539.828857421875,60178.4375,9239.9853515625,449.8673400878906,36951.26171875,11536.8427734375,11590.677734375,16146.9013671875,1884.038818359375,46459.1484375,464.4632568359375,25440.6640625,11733.03515625,19820.259765625,5612.44921875,12471.056640625,4169.3515625,6582.58837890625
2023-07-24/2023-07-30,29199.021484375,221.99359130859375,26989.794921875,9335.0986328125,2372.917236328125,3180.036376953125,33539.3203125,260.0,14366.3388671875,1858.6795654296875,18.0461368560791,84.9000015258789,4475.8564453125,1492.6826171875,60178.4375,9083.857421875,432.1430358886719,34269.921875,11469.2001953125,11532.2373046875,15923.029296875,1897.9556884765625,45565.6953125,458.5666809082031,25449.333984375,12176.1396484375,19237.310546875,5621.69580078125,13022.712890625,4210.87744140625,6596.1142578125
