Date,BCOLOMBIA.CL,BHI.CL,BOGOTA.CL,BVC.CL,CELSIA.CL,CEMARGOS.CL,CNEC.CL,CONCONCRET.CL,CORFICOLCF.CL,ECOPETROL.CL,ENKA.CL,ETB.CL,EXITO.CL,GEB.CL,GRUBOLIVAR.CL,GRUPOARGOS.CL,GRUPOAVAL.CL,GRUPOSURA.CL,HCOLSEL.CL,ICOLCAP.CL,ISA.CL,MINEROS.CL,NUTRESA.CL,PFAVAL.CL,PFBCOLOM.CL,PFCORFICOL.CL,PFDAVVNDA.CL,PFGRUPOARG.CL,PFGRUPSURA.CL,PROMIGAS.CL,TERPEL.CL,AAPL,AMZN,BAC,BRK-B,C,CBU7.L,CENCOSUD.SN,CHILE.SN,CSPX.L,EIMI.L,F,FALABELLA.SN,GE,GOOGL,ISAC.CL,IUFS.CL,IUIT.CL,JETS,JPEA.CL,JPM,LQDA,META,NKE,NU,NVDA,PBR,PFE,RBOT,SDHA.CL,SGLD.L,SUAS.CL,UBER,VOO
2023-02-20/2023-02-26,-0.06091354813168792,-0.0115115511510826,-0.09877641192620956,0.011675838254931126,0.03182663248675266,0.04000008957082146,0.01441378310971575,-0.11255629265681155,-0.09582684886067305,0.03312313513608722,-0.0275893999581307,0.0,-0.03803167604103386,-0.03650690043783078,-0.02619495484483969,0.1445857606917782,0.01737093025877745,-0.07060305399006872,0.0,-0.04088371599291063,0.010567220079758632,-0.029514799292415295,0.0015715483884999326,-0.012173987235724049,-0.05417814481707128,-0.07268177686184119,0.0004000922948583785,0.08179956967521829,-0.06511404734421467,0.03865135935151498,-0.014520198630850412,-0.038282758004017925,-0.038065813419854266,-0.03224902697243748,-0.013690635071375357,-0.02411516800302793,-0.0073962169633832175,-0.006644584422165978,0.005813881005759081,-0.022449156621884403,-0.031239512625981458,-0.07835532026175629,-0.01273885350318471,0.006141702551382133,-0.055325926830828265,-0.02162718846549949,-0.023159960745829267,-0.06797429827527901,-0.02763815314591289,-0.001238645747316247,-0.00920976088238723,-0.04469986054187702,-0.01440307213602443,-0.05446966606460202,-0.010019983204628713,0.08874127673222065,-0.014718585335021461,-0.033788529506691534,-0.08794786762561224,0.02119883040935666,-0.012013563712069963,0.006431956668923489,-0.039401751908198834,-0.026695590997707797
2023-02-27/2023-03-05,0.0037836890436768744,0.13670893724052524,-0.09570728172779208,-0.005467747464652395,0.17523463494758085,-0.004723314073128981,0.05040221103485698,0.07203323908587755,-0.04444438858814925,0.04007629263727153,0.06930228532508953,0.0,0.039535268567383985,0.1144131335250913,0.03167582097407551,0.025369965539182582,0.018333137113023312,-0.027845333730563415,-0.008413789780446601,0.029324352825023325,-0.03137040095651278,0.027319631871265626,-0.05315803375690309,-0.022711394595587908,0.029126305702873667,-0.05045040220592212,-0.01159992545111077,0.13327006395362795,0.15505850729109039,-0.07918968075966037,0.03587439374333079,0.029445734389812905,0.01497327835164608,-0.001461218439493317,0.027728516209440057,0.043244267198567776,-0.0017626890874654633,0.03678931777015815,0.0,0.014416829846240153,0.031206644028034525,0.10100999368848806,0.010752688172043001,0.03387205224108669,0.05071243705051942,-0.02947368421052632,-0.03757283504118947,0.00882922109337203,0.03979330452629104,-0.011575031004547376,0.019371433875038147,-0.018716559642861674,0.08721163508039353,0.024568026847837654,-0.052631624670087085,0.025938450572991156,-0.019332020681107842,-0.014371256763360818,-0.017857142857142905,-0.003221188260558394,0.01763998612884854,-0.011436259670366655,0.03502988369742366,0.01935603020739607
2023-03-06/2023-03-12,-0.017232099692976788,0.0022271436376462006,0.054474510687087196,0.06898135882350243,-0.06808680761320463,0.0016947980859745027,-0.029351625875621457,0.10518377023312686,0.01520570638269847,-0.06422004496770639,0.005219806154106443,0.07376285376687286,-0.025458539111806178,-0.06666656399260129,-0.041092863755237685,-0.015464129039959418,-0.027168463612030846,-0.06840941538159429,-0.01701427131879607,0.007431777940018147,-0.00568183826767843,0.1540391024348844,0.1808575495014222,0.006845737115822148,-0.04748420434910672,-0.005629953310875679,-0.07324967297101381,-0.06588816069295322,-0.010563431116479616,0.051807440958596684,0.038910324586787226,-0.016751625457422703,-0.04394097051524459,-0.10812881625573023,-0.028228538901046818,-0.07659975501257976,0.011076369880210102,0.0,0.026589619940439402,-0.02030966679389956,-0.02656351762806386,-0.07492350077825094,-0.01648936170212767,0.05348450401929439,-0.0322477558016927,-0.018278678065586362,0.012108559498956062,-0.025776285817048272,-0.04771376499892166,-0.010874111250522844,-0.06967847885452505,-0.1607629810143456,-0.03098520336084465,-0.02575663448108534,-0.04059830431402134,-0.03871910511457255,-0.02508965155358489,-0.042770411328300506,-0.18545458244554924,-0.0129263913824057,0.005104923651697346,-0.01650221163661114,-0.10008675484572493,-0.044710321931996866
2023-03-13/2023-03-19,-0.13972590667748863,-0.022222216193765965,0.09815526460700275,0.21328227428474555,0.16244911929119676,0.014551584887893876,-0.047594101698501645,-0.05797171641061516,0.035242215499158736,-0.058823681945603945,-0.004759899204307194,-0.08147828475288721,-0.004760215359279729,0.15714292786223116,0.10787089796055804,0.00837710944702641,-0.04665770029534233,-0.01582093214074931,-0.04055201974018663,-0.09098363698076939,-0.13885712776020176,-0.004347897162927827,-0.17421138075495113,-0.06960088491090688,-0.09772211941725528,-0.08879777690206458,0.00436678990726147,0.00892862003714101,-0.10142362619418699,-0.013602745163498131,-0.011856457539171306,0.04377118793869439,0.09059840501681649,-0.08093813888967882,-0.03333002323368328,-0.08460906273827706,0.02246568074645361,-0.014193539059529803,-0.06531532826459252,-0.0016662811680838718,-0.018307449833438016,-0.06611569378568405,-0.05500267775655765,-0.006882359462791587,0.12126234618509324,-0.0363931762794476,-0.11509900990099009,0.03236524735417179,-0.08559495838774489,-0.010570824524312905,-0.05866066787359514,0.17207791705138753,0.089688663670346,0.024682948859361842,0.044543495834630686,0.12037297446085349,-0.08180156137900374,0.01802489024784748,0.06696428875533922,-0.014550745725718461,0.05603621503336087,-0.04947240961771315,0.02153648547570297,0.014661078500328273
2023-03-20/2023-03-26,0.08280233521435232,0.02272726642168177,-0.03259402664918787,0.0,-0.034410051911924255,-0.0010005013150206077,0.007730694564279661,-0.05801980396630568,-0.04340420751081131,-0.04291655510888903,0.0,-0.008141632421785672,-0.024294659129718288,-0.0746914991185107,0.0,-0.09657322128891166,-0.01682357881761909,0.1373976309724818,0.0003748283531794794,-0.010008900721618974,0.021897795151104793,-0.02616132255843806,0.0,0.019038571955548367,-0.0007317890646816316,0.0052354439822708265,-0.043478307450933174,0.007079723462834586,0.022772419691096335,-0.030057709345382433,0.01987947782065347,0.03387083012547332,-0.008287010814695961,-0.024442780754178828,0.018432092542361334,-0.025762658545030903,0.007142842757353218,-0.011780120113636716,-0.07578309257169924,0.004270857904161929,0.02216745809554399,0.018583997779479722,0.043781833607402953,0.011961554643845629,0.03759107741108614,0.04538863598044185,-0.007226107226107281,0.05244963642865663,-0.013127827410210346,0.011538461538461497,-0.00715357760759594,-0.05124652303476873,0.053166904193446385,0.0026580970162981554,-0.11087419500687445,0.0409719894824625,-0.029029018273812546,0.007232014307808843,-0.205020886665499,0.011443337024732436,0.01374129672041291,0.04567788898999092,-0.03241034186252645,0.01022564875550902
2023-03-27/2023-04-02,0.029117709084701238,-0.033333392110782234,0.09909360169700565,0.01796107751673115,0.05454543182372973,0.007679418980851338,0.06109574183787769,0.11758238404661747,0.021352248679735286,0.06660851294043013,0.019130471250200953,0.0067768133684880105,0.10323589625039231,0.024016109739620317,0.0,0.04482750585074502,0.1068564398119991,0.07866670737024362,0.008946524567303937,0.06694592762885376,-0.016233789075955296,-0.024048513708772812,0.06382961976220058,0.05472706005549455,0.06847313278909173,0.047916809519539694,0.0954545310293986,0.040421793303473175,0.09293310638620667,0.026401697202378616,-0.09627879525031979,0.029017205860355055,0.05258334664764952,0.05379506490897579,0.03295187723627868,0.08768256603421953,-0.009790350451047036,0.01721850830450178,0.12244592796074238,0.03600149384348961,0.026506040550298593,0.09470018498174548,0.002302857253772883,0.04629519777791313,-0.016217789285668638,-0.014193090545466247,-0.006339516318384586,-0.0032846301959451596,0.0775013403287832,-0.01056189269117025,0.04323103960373875,0.008759115856186162,0.028785096469369442,0.01598860788107781,0.14148684455474836,0.03726801022785198,0.07525794957576393,0.01015093310101145,0.19473681533545784,-0.021532846715328513,-0.0037015351864609913,-0.015140967629655444,0.030894333754128533,0.038668754515199355
2023-04-03/2023-04-09,0.03598698033981784,0.048275894003299014,0.04609780127281993,0.03405878819797481,0.05172411749904304,0.023856748013820095,0.0020721086549873036,-0.026548643355577384,0.010452978201717311,0.03673475850464247,0.03408845719300779,0.030242649890871665,-0.017131724623563827,0.04560250886844752,-0.016393261556280292,0.023102419195272006,-0.04990141258953873,-0.0007415358344367018,0.049210848356817216,0.02603731152899158,0.07392743050291761,0.010815738146420673,0.11999996829039805,0.02799231729195739,0.05506752566953743,0.04373758956277518,-0.03692942830166668,-0.0202703031687681,0.009743310023865082,0.03157748284480566,0.12909905657193743,-0.0014553598612534469,-0.01190825197048373,-0.026573469450320353,0.012112643343027418,-0.02196638765653347,0.01479181938820151,0.00520836867612795,0.005440489830866646,0.0008257197779648617,-0.005700874514879772,-0.02142855038296687,-0.015317286652078765,-0.020920455322462672,0.045213513480832024,0.009162003861130197,-0.000945179584120992,-0.03295454545454546,-0.026838433844536214,-0.009393680614859123,-0.02179411891051586,-0.023154826475434986,0.01962824247969297,-0.019732479220259336,-0.0588235706606518,-0.026640765845761027,0.02492787534473062,0.017156862745097978,-0.06167396537957692,0.0029839612085043044,0.015750886502878814,0.006891676974730476,-0.016403799534655095,-0.0003190328337612236
2023-04-10/2023-04-16,0.10963161384107889,0.05043857095300175,0.05004581329252078,-0.020999956216944282,0.008852406864608309,0.029126175311315894,-0.051790714963399376,0.3292929909446023,0.12068959365410836,0.007874067677065,-0.038872386318616,0.06588758427121699,-0.0073850422068239,0.06853586237782427,-0.014521638607371212,0.06523269075093774,0.06730778774912549,0.0719102508412921,0.01946901978282889,0.045261561239932746,0.033804569037139354,-0.010909091312645613,0.08892868492994044,0.026455045680214395,0.08017436346050699,0.09498088732864796,-0.02295710387713268,0.03195440936080285,0.06344862353397107,0.012031136436861711,-0.025324697883252312,0.0033402944227602926,0.004409216033719465,0.060344852267931515,0.023135196450738693,0.08068049157438817,-0.011430804935910754,0.039572518043028415,0.011337248418954893,0.011479610096100545,0.010792569947428499,0.015409634342060663,-0.002777777777777768,0.01965804185842468,0.004150475548869714,-0.03699620634869172,-0.04470198675496684,-0.027849588719153884,-0.011031376991104236,0.0,0.09687571592264588,0.0014815153899017108,0.02494217878319538,0.04766262342665262,0.04017853294024065,-0.010319267285863187,0.12815709094680483,-0.007469788584502757,-0.00938970695603758,0.0,-0.005872955468877783,-0.035626535626535616,0.009621527714056777,0.00808604407675051
2023-04-17/2023-04-23,-0.013275298856092466,0.023382061252330333,-0.005555338719539948,0.0980592217099927,-0.0054887548562477795,0.0236684808983878,-0.07092387620790619,-0.0311550601319166,-0.023076834781002975,-0.09375009686048064,0.02177784161316576,-0.08486576599897111,0.02558752350586091,-0.026239005902999324,0.019266660271778813,-0.06410240984823123,0.01567599569449518,-0.055374712948050075,0.032986099866749274,-0.008198641692740871,0.030915608999830813,-0.07490810973715334,-0.038256471797150304,0.030927620953777435,-0.02329194801842782,-0.00909610355192858,-0.028828849712886906,-0.04965748809911563,-0.01528006612227395,-0.02535189462295373,0.01265826346720833,-0.00115013759343352,0.04341036831048317,0.011856451891191888,0.014355402758741809,-0.010694156181543013,-0.0014744873545421422,-0.02186772834090156,0.009554140127388644,-0.00011656562534467785,-0.01668335039891722,-0.0567092391912124,-0.03342618384401119,0.042644589117985854,-0.031780959033439804,0.0023232323232322827,0.023520673434018313,0.0009670010878761737,0.017847166167188844,-0.04741379310344829,0.013046969593128122,0.026627192639665953,-0.03882795434714048,-0.0033346540190423157,0.07081543659047917,0.013491253203526288,-0.03814247225878087,-0.02379226182695937,0.10900470449203215,-0.04499814057270357,-0.010467970460085296,-0.013466787989080964,-0.020648018677960178,-0.001055304228639642
2023-04-24/2023-04-30,-0.0685642046168522,-0.07384741204026146,0.005586372913287008,-0.06511632178046944,-0.023411310828075238,-0.022151951468920683,0.017548908893062043,-0.019607843137254943,0.046456685349981486,0.00023010193078509822,-0.04219219924559259,-0.009433962264150941,-0.023030668872892845,0.07784430072711945,0.047286102761394444,-0.03013717970644847,-0.006564294294717721,0.036699515893724666,0.0,-0.029695059908857124,0.049596259449353974,-0.006449674659959936,0.029894230811832845,-0.019999903855970724,-0.07472176590198454,0.07085925118887659,-0.021335729724921593,0.022522547543794458,0.0,0.021228151814583818,0.0013157668800520828,0.028238899522584626,-0.014117447168617958,-0.01975238173768279,0.013011443268946321,-0.0399755110701383,0.006839239102630845,0.047770678436926506,0.08454254824280372,0.005780237867119675,0.004411302040863152,0.005927247050387496,-0.002305475504322807,-0.005426634450499068,0.018309376903047125,0.043736773153280284,0.029027576197387495,0.07148895060982974,-0.00986303042059078,0.012217194570135703,-0.01636530943628245,-0.033141212849730706,0.1288458626903457,0.009479808588565453,0.03406815312455436,0.023231075889809105,-0.08448262412410823,-0.03282757104692613,-0.03846149666121601,0.02102803738317749,0.006441454554578785,0.02047592695074707,0.007135884330162767,0.009139128843090871
