BCOLOMBIA.CL,0.09541667357929295
BOGOTA.CL,-0.24390941699292346
BVC.CL,-0.11164851487858618
CELSIA.CL,-0.5126340839117387
CEMARGOS.CL,-0.04874373650428476
CONCONCRET.CL,0.3169507242798646
CORFICOLCF.CL,-0.3541801124948005
ECOPETROL.CL,0.09862295273580401
ENKA.CL,0.5694131169886447
ETB.CL,1.0632934854392921
EXITO.CL,-0.18850890442093815
GEB.CL,0.4602381818877881
GRUBOLIVAR.CL,-0.3250431228320044
GRUPOARGOS.CL,-0.08176200956671054
GRUPOSURA.CL,-0.1622839352805927
HCOLSEL.CL,-0.3076242504741449
ICOLCAP.CL,-0.03172271388215975
ISA.CL,-0.15957726571402497
MINEROS.CL,0.18757469328313814
NUTRESA.CL,1.5671318417751379
PFAVAL.CL,-0.6652815190085928
PFBCOLOM.CL,-0.6412573246331852
PFCORFICOL.CL,-0.4636537471280139
PFGRUPOARG.CL,3.9088334498901727
PFGRUPSURA.CL,0.7782826890513848
PROMIGAS.CL,-0.38804248498434324
TERPEL.CL,0.7719410964143529
AAPL,2.827949837634044
AMZN,-0.12535085733543982
BAC,1.5137122998944914
C,0.2438308851653428
CBU7.L,-0.5699224341856217
CSPX.L,1.3604099661538176
EIMI.L,0.28338666835665594
F,0.07978950642080251
FALABELLA.SN,1.0595318536706029
GE,2.293767359340235
GOOGL,-0.6259838414043823
JETS,0.0893297961349504
JNJ,-0.026390839903480567
JPM,-0.7490829019224483
META,1.7715660787247303
NKE,-0.5804515249618716
NVDA,0.9947409213334764
PBR,-0.3364933148561441
PFE,1.5981468594285881
SGLD.L,-0.5292083538529118
VOO,-0.15652150458216718
