Date,BCOLOMBIA.CL,BOGOTA.CL,BVC.CL,CELSIA.CL,CEMARGOS.CL,CNEC.CL,CONCONCRET.CL,CORFICOLCF.CL,ECOPETROL.CL,ENKA.CL,ETB.CL,EXITO.CL,GEB.CL,GRUBOLIVAR.CL,GRUPOARGOS.CL,GRUPOAVAL.CL,GRUPOSURA.CL,HCOLSEL.CL,ICOLCAP.CL,ISA.CL,MINEROS.CL,NUTRESA.CL,PFAVAL.CL,PFBCOLOM.CL,PFCORFICOL.CL,PFDAVVNDA.CL,PFGRUPOARG.CL,PFGRUPSURA.CL,PROMIGAS.CL,TERPEL.CL,AAPL,AMZN,BAC,BRK-B,C,CBU7.L,CENCOSUD.SN,CHILE.SN,CSPX.L,EIMI.L,F,FALABELLA.SN,GE,GOOGL,JETS,JNJ,JPM,META,NKE,NVDA,PBR,PFE,SGLD.L,VOO
2015-09-27,13269.482421875,31328.734375,4347.759765625,1580.6029052734375,6413.1259765625,32896.51171875,1092.43603515625,20322.28515625,924.897216796875,10.134690284729004,546.0,3118.144775390625,988.2731323242188,44611.921875,13314.232421875,661.686767578125,27902.21875,9137.896484375,8398.2705078125,4871.4638671875,1289.888916015625,15884.1650390625,676.5521850585938,13662.3515625,15038.6328125,18394.853515625,11664.0439453125,24269.619140625,3366.18603515625,6221.6875,25.80753517150879,26.212499618530273,12.864212036132812,129.63999938964844,38.19984436035156,121.62999725341797,1023.3353271484375,41.41196060180664,180.24000549316406,19.889999389648438,7.933345794677734,3924.4150390625,104.99726104736328,31.816680908203125,22.609127044677734,69.42269134521484,46.792564392089844,92.26383209228516,55.51524353027344,0.573794424533844,1.29937744140625,20.186573028564453,112.37999725341797,148.36911010742188
2015-10-04,13277.2880859375,31063.236328125,4374.5986328125,1512.2528076171875,6358.89404296875,30296.791015625,1070.0498046875,20408.302734375,894.4061279296875,10.134690284729004,550.8318481445312,2828.6962890625,982.6578979492188,45368.046875,13389.0322265625,673.29541015625,28287.80859375,9214.826171875,8442.6689453125,4976.30078125,1242.8619384765625,15626.99609375,673.6613159179688,13869.47265625,15038.6328125,18363.33203125,11555.9140625,24554.21875,3681.765625,7058.640625,24.833362579345703,26.62700080871582,12.451327323913574,129.8300018310547,37.69353103637695,122.8499984741211,1027.3011474609375,41.451725006103516,177.2899932861328,20.219999313354492,8.203067779541016,4000.537353515625,107.3145980834961,32.65366744995117,22.209917068481445,71.65796661376953,46.290164947509766,91.5676498413086,55.60850143432617,0.602715015411377,1.4777233600616455,20.93985366821289,111.83499908447266,150.83753967285156
2015-10-11,14689.7666015625,31435.501953125,4508.78857421875,1533.6124267578125,6531.85205078125,35396.25390625,1038.7095947265625,20827.65625,1026.534423828125,10.134690284729004,550.8318481445312,3307.869140625,988.2731323242188,45368.046875,13544.4443359375,693.6900634765625,29638.630859375,9432.4453125,8901.0126953125,5088.12939453125,1343.63427734375,16095.9541015625,693.9149780273438,15356.27734375,15269.99609375,19466.70703125,11804.421875,25831.76953125,3681.765625,7058.640625,25.22482681274414,26.989999771118164,12.613243103027344,133.02999877929688,38.82707595825195,121.98999786376953,1077.0611572265625,41.97434616088867,186.72000122070312,21.829999923706055,8.777690887451172,4160.83642578125,118.26940155029297,33.361915588378906,23.133150100708008,72.75650787353516,47.48289108276367,92.73126983642578,55.48859786987305,0.6335801482200623,1.8057526350021362,21.0411319732666,113.69999694824219,155.7571563720703
2015-10-18,14316.869140625,31979.171875,4401.4365234375,1512.400634765625,6470.5537109375,37396.0390625,1077.548828125,20566.884765625,996.0430908203125,10.134690284729004,577.8902587890625,3121.63525390625,968.6198120117188,45414.98828125,13048.9189453125,693.6900634765625,28621.537109375,9432.4453125,8732.353515625,4850.49658203125,1365.782470703125,15915.7529296875,696.8184204101562,15045.6044921875,15295.490234375,19088.408203125,11424.5087890625,24919.234375,3681.765625,7008.2216796875,24.981853485107422,28.538000106811523,13.050416946411133,133.80999755859375,39.81700134277344,122.43000030517578,1065.9117431640625,41.40060043334961,187.77000427246094,21.81999969482422,8.95946216583252,4167.78173828125,122.10356140136719,34.55874252319336,23.295122146606445,74.94598388671875,47.86626434326172,97.0078125,57.944583892822266,0.6770822405815125,1.6178524494171143,21.781753540039062,115.95500183105469,157.1242218017578
2015-10-25,14136.07421875,31499.47265625,4428.27490234375,1419.7607421875,6647.640625,34546.34375,1077.548828125,20943.763671875,941.836669921875,10.314064979553223,582.7221069335938,3170.410400390625,957.3894653320312,45399.8359375,13259.1435546875,693.6900634765625,29638.630859375,9432.4453125,8701.02734375,4801.57177734375,1331.6376953125,16309.85546875,699.7217407226562,14945.7451171875,15758.9873046875,19135.6953125,11533.0576171875,25550.98046875,3692.31494140625,6050.263671875,26.790691375732422,29.951499938964844,13.374248504638672,137.77999877929688,40.534908294677734,122.1050033569336,1049.2252197265625,42.36063003540039,191.30999755859375,21.950000762939453,9.188141822814941,4462.8076171875,124.33662414550781,35.75208282470703,24.39080047607422,76.52515411376953,48.970314025878906,101.63243103027344,57.97124099731445,0.6948235630989075,1.5860048532485962,21.55386734008789,114.08499908447266,160.51646423339844
2015-11-01,13378.9873046875,31456.833984375,4455.1123046875,1286.18701171875,6552.28662109375,33196.48046875,1073.0211181640625,20523.8125,911.345703125,10.134690284729004,588.5203247070312,2975.308837890625,979.850341796875,44052.515625,13349.23828125,687.8609008789062,28971.169921875,9280.64453125,8536.1591796875,4880.44775390625,1297.4932861328125,16294.7119140625,682.3013916015625,14080.291015625,15758.9873046875,19198.744140625,11614.46484375,25396.5625,3657.148681640625,5717.49951171875,26.885181427001953,31.295000076293945,13.584739685058594,136.02000427246094,40.17972946166992,121.57499694824219,1136.0997314453125,41.571014404296875,193.60000610351562,21.270000457763672,8.683876991271973,4318.35693359375,121.85073852539062,36.64970016479492,24.44796371459961,77.0744400024414,49.261680603027344,101.41364288330078,58.193302154541016,0.6894769072532654,1.5541573762893677,21.40827751159668,112.08499908447266,160.80335998535156
2015-11-08,13345.0869140625,32098.654296875,4401.4365234375,1264.6427001953125,6668.07568359375,36946.0859375,1068.49365234375,20881.173828125,958.7762451171875,10.314064979553223,584.6548461914062,2913.230224609375,996.69580078125,44067.68359375,13544.4443359375,681.8893432617188,28987.0625,9202.435546875,8552.689453125,5098.765625,1297.4932861328125,16597.857421875,687.9790649414062,13913.85546875,15604.7509765625,18867.732421875,11573.7626953125,25143.853515625,3657.148681640625,5767.9169921875,27.23615074157715,32.96849822998047,14.531943321228027,136.3300018310547,42.25868225097656,120.4800033569336,1156.302978515625,41.440364837646484,193.55499267578125,21.270000457763672,8.600473403930664,4361.0126953125,126.0640869140625,37.85298538208008,24.816686630249023,77.75343322753906,52.489559173583984,106.51565551757812,58.526390075683594,0.7667604684829712,1.6114827394485474,21.477907180786133,106.74500274658203,162.49102783203125
2015-11-15,12994.791015625,31050.095703125,4455.1123046875,1215.091064453125,6368.38671875,34646.33203125,1068.49365234375,20870.224609375,907.957763671875,9.955316543579102,597.2177124023438,2740.29931640625,963.0046997070312,43901.16015625,12763.615234375,673.1099243164062,28128.88671875,9202.435546875,8089.87841796875,4810.02294921875,1304.3582763671875,15991.5439453125,676.318359375,13636.46484375,15652.013671875,16928.939453125,10854.642578125,24849.0390625,3657.148681640625,5445.2373046875,25.38250732421875,32.11750030517578,13.924763679504395,131.9600067138672,40.21647262573242,120.86499786376953,1175.3089599609375,40.70187759399414,188.375,20.3700008392334,8.24508285522461,4287.7158203125,127.58097076416016,36.782901763916016,23.92394256591797,76.19709014892578,50.26607894897461,103.38284301757812,54.1207160949707,0.7242304086685181,1.4554303884506226,21.230113983154297,106.25499725341797,156.6769561767578
2015-11-22,12079.5078125,31296.18359375,4374.5986328125,1077.2083740234375,6279.84130859375,34146.3828125,1054.9111328125,20022.779296875,887.6302490234375,9.955316543579102,579.822998046875,2350.094482421875,968.6198120117188,43493.34375,11832.6201171875,646.7706298828125,26205.955078125,8594.7294921875,7883.64794921875,4690.30029296875,1304.3582763671875,15186.7080078125,638.4213256835938,12682.2470703125,15431.974609375,16503.35546875,10108.384765625,22799.341796875,3629.019287109375,5314.1474609375,26.955074310302734,33.42250061035156,14.289072036743164,136.6300048828125,41.41154861450195,121.0199966430664,1227.0894775390625,41.366512298583984,194.14999389648438,21.309999465942383,8.647858619689941,4172.04248046875,129.1820526123047,38.61838912963867,24.247886657714844,78.1806411743164,51.784175872802734,106.73445129394531,58.91276550292969,0.762872040271759,1.6369609832763672,20.53456687927246,105.9000015258789,161.95944213867188
2015-11-29,11774.4150390625,30836.08984375,4455.1123046875,1016.884765625,6170.86376953125,34546.34375,1041.32861328125,20549.11328125,897.7941284179688,9.86562728881836,483.1858215332031,2274.714111328125,954.5819091796875,43493.34375,11036.7705078125,632.1378173828125,25363.677734375,8594.7294921875,7667.76416015625,4648.04638671875,1208.247314453125,15156.337890625,638.4213256835938,12593.482421875,15431.974609375,16566.400390625,9647.0615234375,21999.12109375,3639.518310546875,5304.06396484375,26.61841583251953,33.66299819946289,14.151440620422363,134.6300048828125,41.003089904785156,121.13999938964844,1155.9287109375,40.34967803955078,194.11500549316406,20.729999542236328,8.606396675109863,4107.03466796875,127.9179916381836,38.36839294433594,23.71433448791504,78.67245483398438,51.50050735473633,104.87464904785156,59.65890884399414,0.7657687664031982,1.5700814723968506,20.923816680908203,103.81500244140625,162.14505004882812
