,GE,PFE,FALABELLA.SN,TERPEL.CL,NUTRESA.CL,ETB.CL,AAPL,CSPX.L,PFGRUPOARG.CL,index
2015-07-26,-0.05469894890635085,-0.023096798773887928,-0.0040261202079305836,-0.0012970441499333685,-0.02521799692415405,-0.017578149816079858,-0.03949979704845774,-0.013592946133800576,-0.00841367969154505,-0.018348169800437297
2015-08-02,0.013592316909804003,0.05253997487316475,0.007901232536022817,0.0,0.0026775892894568276,0.09343935857482943,-0.02570294640328652,0.009169581327536092,0.01090921352191776,0.014484513992806702
2015-08-09,-0.011877284971611002,-0.02412680859062244,-0.007178386630582345,-0.006493391746356658,-0.04804352332566297,-0.014545424479637914,-0.047650410463102255,-0.01991788923012283,-0.02877683631017125,-0.02513537453141146
2015-08-16,0.011244636530882923,0.011537667960480835,0.011752057088679102,-0.015686286672824568,-0.03925257952847905,0.03321037897319634,0.008352476745003168,0.007201969480343573,0.007407012934441459,0.005317583165125983
2015-08-23,-0.05713179689644787,-0.05039627473933883,-0.0367742866478914,0.0,0.0038974219363334672,0.023214235968447072,-0.08796135521974013,-0.03980862140039332,0.001225572991456314,-0.02437183414914157
2015-08-30,0.023180127824927954,-0.026237476953245742,-0.009609287103027109,-0.11022582364830202,-0.048543678911406984,-0.022687561560825298,0.07119907596713748,-0.0024371585232327853,-0.051407343234046055,-0.021331863747513502
2015-09-06,-0.04610515807432991,-0.039497660465703466,0.010059165841183049,-0.04477612156036892,0.019387758686779222,0.014285683672890181,-0.03548433179444166,-0.03545251475510536,0.07225788719691328,0.0017786492431350887
2015-09-13,0.03958350128066268,0.051004115549673656,-0.004638046713604127,0.08593764304492058,0.012011928633929747,0.0017605596607110918,0.04520920751893431,0.011088602837416861,0.026474085600189934,0.026195251827131782
2015-09-20,-0.006011840472154417,-0.0036399172473570163,0.01036031984975172,-0.014388580935898343,0.05065503664835891,0.019332120915582562,-0.006654518639882201,0.014279365204491246,0.00820629097586667,0.008845339398022567
2015-09-27,0.013831205966444715,-0.02922360750084907,-0.007889461655255947,-0.09926996577131741,-0.009434053417725408,-0.025862015456772358,0.011106452265443156,-0.01073027115158931,0.003488691452529613,-0.01195711424681678
