,GE,PFE,FALABELLA.SN,TERPEL.CL,NUTRESA.CL,ETB.CL,AAPL,CSPX.L,PFGRUPOARG.CL,index
2015-07-19,0.05565156932967065,0.06613551664072774,0.07258344482855777,0.07737037661669208,0.08279321572304693,0.09056366986222622,0.13153876687003055,0.18272210664394453,0.24064133348510353,1.0
2015-07-26,0.05260748698234875,0.06460799792106973,0.0722912151545723,0.07727002382232326,0.08070533666360231,0.08897172810549402,0.12634301227465994,0.18023837489087882,0.2386166543846136,0.9816518301995627
2015-08-02,0.05332254461724123,0.06800250050844822,0.07286240485582024,0.07727002382232326,0.08092143240865479,0.0972851893109655,0.12309562460173458,0.18189108532778367,0.24121977441718098,0.9958705798701525
2015-08-09,0.05268921755941081,0.06636181719499719,0.07233937034293114,0.0767682792873946,0.07703368168318353,0.09587013493685557,0.11723006756324998,0.17826819883827805,0.23427823245400134,0.9708389998603023
2015-08-16,0.053281688659963,0.0671274778070472,0.07318950675296038,0.07556407005111307,0.07400991096654283,0.09905401845032002,0.11820922897638717,0.17955208096562716,0.2360135343520462,0.9760015169820071
2015-08-23,0.050237610045142225,0.06374450299292438,0.07049801485200922,0.07556407005111307,0.07429835881704992,0.10135348180824866,0.10781138499614358,0.17240436015281374,0.23630278616536624,0.952214569880811
2015-08-30,0.051402124267607506,0.06207200806475142,0.0698205791871028,0.06723495819151114,0.07069164314299055,0.09905401845032002,0.11548745598660631,0.17198418339702481,0.22415508772980186,0.9319020584177163
2015-09-06,0.04903222120289311,0.059620308965785455,0.07052291597227332,0.06422443753042172,0.07206219566141876,0.10046907282442993,0.1113894607802816,0.16588691159749705,0.24035206077359608,0.933559585308597
2015-09-13,0.05097308819367157,0.06266119009338363,0.07019582739361434,0.06974373431767189,0.072927801612908,0.10064595462119368,0.11642529002811954,0.16772636567612736,0.2467151618046983,0.9580144137413884
2015-09-20,0.05066664611907816,0.0624331085468228,0.07092307861753014,0.06874022095167028,0.07662196207629411,0.10259165438559482,0.11565053576547372,0.17012139170603885,0.24873977821062568,0.9664883763791285
2015-09-27,0.05136742693718009,0.06060858788759255,0.07036353370830443,0.06191638157068517,0.07589910639309543,0.09993842743413872,0.11693500292042588,0.1682959430443473,0.2496075545487732,0.9549319644445429
2015-10-04,0.052501140560389035,0.06287024193774444,0.07172836726202043,0.07024548857105826,0.07467020300023504,0.10082283641795742,0.11252102875941382,0.16554142090029703,0.2472936863295258,0.9581944137386413
2015-10-11,0.05786049335350688,0.06317434493982889,0.07460247773706036,0.07024548857105826,0.07691104249815256,0.10082283641795742,0.11429479574691162,0.17434652537153705,0.25261156451233674,0.9848695691483498
2015-10-18,0.05973626925722384,0.0653979853988873,0.07472699665686203,0.06974373431767189,0.0760500472889577,0.10577553789905927,0.11319380414603232,0.175326947300129,0.24448156352367517,0.9844328857884985
2015-10-25,0.060828757405543506,0.0647137865725114,0.08001672445372464,0.06021040836255954,0.07793319345910578,0.10665994688287798,0.12138975134729363,0.17863235392631208,0.2468043970653642,0.9971893194752928
2015-11-01,0.05961259283255602,0.0642766646349164,0.0774267682135972,0.056898839036821386,0.07786075701080432,0.10772123766346042,0.12181791570788865,0.18077060922980437,0.2485465326707247,0.9949319170005734
2015-11-08,0.06167391883203537,0.06448571647927721,0.07819157755436704,0.0574005884309789,0.07930928449114369,0.10701371047640545,0.12340817257220303,0.18072857873136156,0.24767553801170075,0.999887085579473
2015-11-15,0.06241597364754117,0.06374173128787931,0.07687738974498566,0.0541893670403807,0.0764121733019004,0.1093131850060512,0.11500921826942635,0.17589185144682715,0.23228650979521417,0.966137399540206
2015-11-22,0.06319925393793624,0.06165339470299465,0.07480340922273575,0.05288480986895921,0.07256643937130068,0.10612930149258676,0.12213460332934159,0.18128415068264275,0.21631682543877406,0.9509721880472718
2015-11-29,0.06258087181459714,0.06282210360590779,0.07363784234455091,0.05278446193381924,0.07242133218901209,0.08844108271520278,0.1206091549049703,0.1812514808748701,0.2064446261501895,0.9209929565331199
2015-12-06,0.06284881687262124,0.06284126502136406,0.072407139214536,0.052583756345081605,0.07401779702272318,0.0872029101378566,0.12185817143708653,0.17981819813509,0.20789646503285453,0.9214745192192138
2015-12-13,0.06237471831264292,0.06142349780416257,0.07225852716232689,0.05067708726667605,0.0764850689501458,0.08667226474756538,0.1158691853894984,0.175532369580315,0.20789646503285453,0.9091891842461876
2015-12-20,0.06241597364754116,0.06128937362263197,0.07454123936071466,0.04766657146481548,0.08136761543990917,0.09162496064280869,0.10854930587153276,0.17553702855421022,0.21863970077683811,0.9216317693810022
2015-12-27,0.06402501755609859,0.06249638817646771,0.07556153268596633,0.046663072676500446,0.08180394910093713,0.09180184243957243,0.11059680836066522,0.17891247651271364,0.21370361158163959,0.925564699090561
2016-01-03,0.06468957445081434,0.06184498595090413,0.07541123806563813,0.0424483427791295,0.08224021716197309,0.09180184243957243,0.10776099187528637,0.17883310298497634,0.22183361257030113,0.9268639082785954
2016-01-10,0.05908242464072738,0.059392656918973365,0.07467983147560231,0.04214728439602305,0.08173124556695399,0.09144807884604494,0.0992637921604183,0.16805316348724036,0.2134132103680066,0.8892116878599903
2016-01-17,0.059165502650694375,0.059028630111947374,0.075048859951415,0.04219746079320746,0.08180965630024052,0.09587013493685557,0.09943782170504219,0.16317907892578493,0.2190143634825098,0.8947515088576973
2016-01-24,0.05864633413967142,0.05883703886403789,0.07630962289339431,0.04219746079320746,0.08129966321963181,0.09374755337569068,0.10382974077354394,0.16490181644738347,0.2172645373441458,0.8970337678507068
2016-01-31,0.06043228740389447,0.05841554499063303,0.07846877066312978,0.04219746079320746,0.08516067257693846,0.09587013493685557,0.09965279836107434,0.1664004672979621,0.22601341725771582,0.9126115542814109
2016-02-07,0.05926935202940368,0.05561834484046922,0.07625116364011607,0.040140274671320815,0.08632625323467072,0.0964007803271468,0.09625394613041553,0.16386071387714138,0.23505399407254446,0.9091748228232287
2016-02-14,0.058687876877156035,0.056816116559712485,0.07598066528788007,0.04064203135432162,0.088948847200278,0.09463196235950938,0.09674535467870275,0.16153104171040183,0.2458442507384246,0.9198281467663869
2016-02-21,0.060266168708971696,0.057067671699206735,0.07724142822985937,0.04064203135432162,0.08910446912414034,0.09498572595303686,0.09885544454242758,0.16692335519384402,0.24759409777497612,0.9326803925807844
2016-02-28,0.061055312758628966,0.05849970403472908,0.07501714420829382,0.04425464934470853,0.08939629537423509,0.10223789079206737,0.09975094870811183,0.1701494025399164,0.24905222701208152,0.9494135747727727
2016-03-06,0.06376303330236585,0.057493420483455605,0.07683230224678597,0.04415429655033971,0.09326413650213645,0.09746207110772924,0.10602980538966882,0.17442122567775262,0.25546811686483295,0.9688884081250672
2016-03-13,0.06351182104687036,0.05902219334237988,0.0760006874045481,0.044656055662954955,0.09341008711289353,0.10135348180824866,0.10525777344447629,0.17574712405591794,0.24613590584330822,0.965095129721598
2016-03-20,0.064725966336751,0.056990275844487216,0.07638476576406468,0.042649033790180584,0.08881021567434189,0.10780903618810936,0.10902509782414363,0.17858566445397409,0.25663459099705477,0.9816146468731072
2016-03-27,0.06512370912128253,0.05820943092455348,0.07693917861855241,0.042649033790180584,0.09027212086733412,0.10982244772982278,0.10876776536544963,0.1766995351506324,0.2688831231873529,0.9973663447551608
2016-04-03,0.06684022666713844,0.058132017889844005,0.07789098831371066,0.04982411281068541,0.09319585628189915,0.10890726066540758,0.1132143900513457,0.17988355199826195,0.2764654244777636,1.0243538291560566
2016-04-10,0.06445382221496497,0.0628924785714016,0.07835188767252303,0.05159673034259414,0.09261116355326522,0.10982244772982278,0.11184542734801058,0.17915058284829885,0.27384080021024887,1.02456534049113
2016-04-17,0.06495622433094922,0.0628924785714016,0.08161646049904599,0.051700654670173346,0.09502332211598627,0.10927333549117366,0.11307028871415255,0.18161096274138228,0.2720910367664474,1.0322347639007123
2016-04-24,0.06439102661609336,0.06438255636629776,0.0845036852385288,0.051960458200278094,0.09555770902218898,0.11037155996847188,0.10877804967582867,0.18198445002483318,0.27457888239671197,1.0365083775092327
2016-05-01,0.06437011714480954,0.06329887123364143,0.0853820213126546,0.05144085599929746,0.09336091523318103,0.10982244772982278,0.09648803086228641,0.17940735357471801,0.2678460506321904,1.0114166637226019
2016-05-08,0.06305127519846498,0.0649824472553314,0.08304086317946974,0.05144085599929746,0.09116424327272968,0.1070768865365772,0.09543811512219708,0.17871638642794457,0.24003695790232712,0.9749480308943392
2016-05-15,0.06204650455900661,0.06422774175020543,0.08351603995007909,0.05144085599929746,0.09614349820783191,0.11000548514270579,0.0937409273567737,0.18043446497564797,0.2590642351751053,1.0006197531166532
2016-05-22,0.06187902350117441,0.06587679171876155,0.08268318204960018,0.05144085599929746,0.0945562689158507,0.10982244772982275,0.0986081457680614,0.17988355199826195,0.24881879425759978,0.9935690619384301
2016-05-29,0.06305127519846498,0.06757543459163666,0.08193613068370224,0.05580553198075873,0.09176866285609864,0.11073763479423795,0.10392067481876091,0.1833477056799196,0.24735508520442934,1.005498135808009
2016-06-05,0.06267449414023299,0.06773164651357817,0.08355809971356316,0.05580553198075873,0.09462962844975377,0.10963941031693972,0.10140420777634489,0.18292752892413067,0.2517460660766282,1.0101166138919302
2016-06-12,0.06288381280313841,0.0689031271215364,0.0833545311686193,0.050245762676352924,0.0940427146928195,0.10945637290405669,0.10234661358272408,0.18390795085272255,0.2631624533384826,1.0183033391404523
2016-06-19,0.06405610929044246,0.06681398307712415,0.08238033754613504,0.050245762676352924,0.0922230084006424,0.10963941031693974,0.09872207691405024,0.18074259839592693,0.2564297260648986,1.0012530126825125
2016-06-26,0.06289615991684903,0.06632587092936099,0.08418064991763431,0.050245762676352924,0.09266394343253731,0.10927333549117367,0.09672338600896882,0.18004695802763168,0.26638244606995753,1.0087385124704662
2016-07-03,0.06641855108541454,0.06944982876168845,0.08678521209209387,0.051960458200278094,0.0922230084006424,0.10744296136234328,0.09930201695437338,0.18431878116546793,0.2608205815479724,1.0187213995702744
2016-07-10,0.06791606039545306,0.07052369266675736,0.08453398034366025,0.04364678411075699,0.09185566718833627,0.10909029807829061,0.10012009495477556,0.18616758168714176,0.25555154242937134,1.0094057018545433
2016-07-17,0.06935032620648536,0.07179280715759484,0.08056992088693368,0.05014184806723143,0.09406019240497195,0.10890726066540758,0.10229482041289092,0.18940763445015288,0.2700921042329693,1.036616914484638
2016-07-24,0.06762080462672143,0.07173422911853261,0.08204213691469997,0.050661445408983215,0.09452349703413647,0.10890726066540758,0.10217055310285732,0.1901079337923433,0.2668591964216135,1.0346270570852956
2016-07-31,0.06568032208355852,0.07202710786051712,0.08081219293811083,0.0506094905340369,0.0939345777917327,0.10982244772982278,0.10791802205981332,0.19064015388364217,0.26627141399971926,1.0377157288809535
2016-08-07,0.06597563010730588,0.06919602304351088,0.07971015077553645,0.05081732461150875,0.0931247552620061,0.10909029807829061,0.11130439484157525,0.19137781050275363,0.2600995940788922,1.0306959813013798
2016-08-14,0.06589126065195076,0.06886560602348814,0.08176117023627702,0.05081732461150875,0.09408183103090222,0.11110370962000404,0.11263618710882621,0.1918680143432363,0.26685919642161354,1.043884300047807
2016-08-21,0.06591234928328842,0.06886560602348814,0.08202195497625811,0.04832322821572705,0.0958713894410448,0.11165282185865315,0.11386478193890409,0.19162990800765103,0.2727370833351184,1.0508791230801333
2016-08-28,0.06587014216060413,0.0685506051811128,0.08138764899282179,0.046764416753556276,0.09624010825318279,0.11183585927153618,0.11134510861148753,0.19193804142793,0.2756761835282772,1.0496081141805087
2016-09-04,0.06599671873864353,0.06845217529203258,0.08155419216015777,0.0493624374769172,0.09638758640661056,0.11165282185865316,0.11216762010031359,0.19147584842132487,0.27890902864507056,1.055958429099724
2016-09-11,0.0635078795256859,0.06713313002374044,0.08124630439182902,0.0493624374769172,0.09572386443047991,0.11055459738135495,0.10737816490313552,0.18955702081495732,0.28625649700243616,1.0507198959505364
2016-09-18,0.06260090788061852,0.06681814063469176,0.08175274407720035,0.04884283041670771,0.09345089967934066,0.10982244772982279,0.11965381160898006,0.18776425620866505,0.2747944472008733,1.0455004854369
2016-09-25,0.06353587328409871,0.06744812513945243,0.08215151716092342,0.04884283041670771,0.09492836144186265,0.10963941031693976,0.11735277062103291,0.19103231980555369,0.27185549329502706,1.0467867014815981
2016-10-02,0.06296193405161579,0.06668033420864877,0.0811285157445038,0.04692029595608182,0.0940418806357785,0.10762599877522636,0.11770677559728976,0.1908829191931227,0.2665653679052289,1.0345140220674964
2016-10-09,0.061814104109164554,0.06607003224570615,0.08289182049637006,0.04780362601474643,0.09448514915310287,0.10872422325252457,0.11875841115062735,0.18943564528403048,0.26450806673403654,1.034491078440309
2016-10-16,0.06141021389528557,0.06429818543565904,0.08270505987464243,0.047543817625412835,0.0941157555981901,0.10817511101387546,0.12247545475904666,0.18824046887983562,0.2706060324602047,1.0395700995421524
2016-10-23,0.06160151204277539,0.06335320008852302,0.0852036246970917,0.04884283041670773,0.09376403655540573,0.10817511101387546,0.12140303452801025,0.1880910682674046,0.2644089466306786,1.0348433642404724
2016-10-30,0.06211168895859615,0.06286102200980531,0.08630063247378991,0.050349687003932185,0.09383799586066417,0.10671081171081116,0.11840440617437051,0.18838052304922304,0.26470402903831375,1.0336607962795061
2016-11-06,0.060453682100324146,0.05906140953276983,0.0854644094370728,0.05029772726975701,0.09109980533773772,0.10835814842675849,0.113323369172253,0.1848136582274724,0.2644089466306786,1.0172811561348238
2016-11-13,0.06527891398292546,0.06416037900961609,0.08504210703664447,0.04780362601474645,0.08880567990346698,0.105978662059279,0.11347612142935325,0.19010793379234334,0.2626383894903051,1.02329181271868
2016-11-20,0.06519388760737295,0.06259321459981947,0.08622155621168541,0.04676441675355631,0.08896824605505316,0.105978662059279,0.11518196875696134,0.19242358629451756,0.2602776257382863,1.0236031640765315
2016-11-27,0.06683061920925121,0.06301073989554615,0.0871183428217031,0.05034968700393219,0.08681818757462656,0.10561258723351294,0.11699249135121711,0.1949539932722947,0.2608677278589941,1.032554376221078
2016-12-04,0.06661808313037886,0.06289145922533135,0.09112860852904632,0.051960458200278156,0.0864475101341562,0.10945637290405673,0.11501449870105818,0.19384286361735895,0.2590971707186206,1.0364570251602854
2016-12-11,0.06755337326145663,0.06303064577723354,0.08924496686046073,0.051960458200278156,0.0882268443169753,0.11037155996847192,0.11925300869935987,0.19894103484983433,0.25880221370011053,1.047384105634181
2016-12-18,0.06748959228228887,0.06529736792442034,0.09025104492682744,0.05549376871647887,0.09092088604529046,0.10835814842675852,0.1213670048725732,0.1994312529379436,0.25968731463570344,1.0582963807682848
2016-12-25,0.06776592427033346,0.06458154646321192,0.08565353186945839,0.05871531596839965,0.0927037345133949,0.10744296136234333,0.12194262377408162,0.19978140260903882,0.2626383894903052,1.0612254303205673
2017-01-01,0.06767626212838777,0.06458154646321192,0.08960851700102543,0.05871531596839965,0.09248085385488486,0.10982244772982282,0.1212100351839898,0.19926784690857383,0.26765506209654066,1.0710178873348366
2017-01-08,0.0676976717548219,0.06656990123325765,0.08981141074292416,0.05642906822777638,0.0927037345133949,0.11037155996847192,0.12339729194466785,0.20118200129341962,0.2759178919650131,1.0840805316437476
2017-01-15,0.0671622668639195,0.06466107836334843,0.0892551155431,0.058715315968399656,0.09144093466752898,0.11586268235496305,0.12457990985775715,0.20144344524136062,0.2752368200340761,1.0883575688944536
2017-01-22,0.06538470052971693,0.06316982087580911,0.08903700321673608,0.058715315968399656,0.08929850452902843,0.11641179459361216,0.12558456598990114,0.20113531182108169,0.27257025310422967,1.081307270628515
2017-01-29,0.06427105656503942,0.06247389956962477,0.08921284268391749,0.058715315968399656,0.09153091911368859,0.11732698165802734,0.127625318860205,0.20290006559349646,0.2770143989654529,1.0910707989778516
2017-02-05,0.06360712673051212,0.0638060989835544,0.08991457569794237,0.0586113965000493,0.09071235304217208,0.11696090683226125,0.1350871132191236,0.20313349870755992,0.2787919778968297,1.1006250476100048
2017-02-12,0.06364993851837812,0.0649783813243769,0.09063488355368327,0.059650610620468295,0.08929850452902846,0.1195234306126238,0.1382686208096798,0.20473951967212675,0.2752368200340762,1.1059807096744416
2017-02-19,0.06504202706673512,0.06752931204528738,0.09106604718357267,0.059754520370360935,0.0896165707759204,0.11769305648379343,0.14265195809649553,0.2074566702916294,0.27790315708386004,1.118713319397655
2017-02-26,0.06465654181588727,0.06881482197319938,0.09073295196991328,0.05954668629288908,0.08864731215136845,0.11769305648379343,0.14363996920192523,0.20888529405751427,0.2790882515011529,1.1217048854476432
2017-03-05,0.06502111013044905,0.06933705930766426,0.09023246120612402,0.0596506106204683,0.0861870031945245,0.11714394424514432,0.1469193246598019,0.2107901019993165,0.27731056807883864,1.1225921834423316
2017-03-12,0.06536652324925422,0.06851353076280323,0.09023753110794996,0.06027413228979931,0.0898402480057618,0.11714394424514432,0.14624662705368208,0.21022052463109658,0.278495641597944,1.1263387029434355
2017-03-19,0.06450303150975363,0.06893534532935382,0.09146678252351911,0.06131334641021831,0.08963499500224305,0.11714394424514432,0.14714004843045767,0.211275646865904,0.278495641597944,1.129908781914538
2017-03-26,0.06415761839094847,0.06829257891207118,0.09458816391966261,0.06235255567140845,0.08985911268917353,0.11805913130955951,0.14782325504617488,0.2085678141941918,0.2838286500685118,1.1375288802017023
2017-04-02,0.06433033614785441,0.06871438775195844,0.09384248879681725,0.06391136713357923,0.0910542602004398,0.11696090683226129,0.15099751176579998,0.21014582432488116,0.28442113458259566,1.1443782175361874
2017-04-09,0.06474049323111675,0.06849344162788971,0.09714815357719378,0.06693217964138923,0.09008328660466858,0.11677786941937826,0.1506611716050177,0.20924010270250473,0.28530995539556536,1.1493866538047242
2017-04-16,0.06381222766715003,0.06805153792642563,0.09505823527249636,0.0662791867490364,0.0912346508069932,0.11677786941937826,0.148254193577889,0.20842776002480437,0.28530995539556536,1.1432056168397386
2017-04-23,0.06379064634566431,0.06756948458845109,0.0933791654744349,0.0658438484356768,0.09115981058755658,0.11622875718072916,0.14953648287887855,0.2089413157252693,0.28378549531130454,1.1402350065279652
2017-04-30,0.06258174895236081,0.068131900192743,0.09023753110795,0.0658438484356768,0.09138434998872133,0.11714394424514435,0.15098698547164738,0.21190124590187895,0.2840829601123158,1.1422945144084384
2017-05-07,0.06307826118157499,0.06724810424314143,0.09102716609759073,0.06856467644995788,0.09205792133507838,0.11714394424514435,0.15656822021840125,0.21250816629939337,0.2861652346175821,1.1543616946878645
2017-05-14,0.06102746083525885,0.06630405806878927,0.09249611465798059,0.06802051084710167,0.0965485500441068,0.11567964494208005,0.16407288027436182,0.21258286660560888,0.29657662804210116,1.1733087143173893
2017-05-21,0.06055253739253263,0.06583042292588966,0.0947900987309183,0.06845584430123242,0.09785910668414369,0.11586268235496308,0.16154160901036654,0.21195726756963398,0.2921145724341823,1.1689641414038625
2017-05-28,0.059257307248283986,0.06518144307890887,0.09511174005078535,0.06834700243404923,0.09718418585223705,0.11604571976784611,0.16212212808329085,0.21495455502316463,0.2944943953332099,1.172698476871776
2017-06-04,0.060185561614747335,0.0659926592976399,0.09612429089899285,0.06823817514455262,0.09703422427054098,0.11348319598748359,0.16406404786662454,0.21668195151865838,0.2965766280421012,1.1783807346413415
