,GE,PFE,FALABELLA.SN,TERPEL.CL,NUTRESA.CL,ETB.CL,AAPL,CSPX.L,PFGRUPOARG.CL,index
2017-06-11,0.06031506820616726,0.0664591189314042,0.09688498038959242,0.06529968283282059,0.09845899986806514,0.11330015857460056,0.1572355250432803,0.21762503041795583,0.2930069877354036,1.1685855519992898
2017-06-18,0.06260333400634764,0.06686470413411645,0.09653952562542219,0.06747634524424545,0.09766285025095539,0.11201889668441929,0.15015373163172793,0.21628045340132995,0.29598169844007877,1.165581539418643
2017-06-25,0.06001840901701387,0.06929837569696276,0.09540955016837431,0.06747634524424545,0.09728725281108554,0.11165282185865322,0.15438590684052725,0.2173262291930938,0.2941968469394487,1.167051737769405
2017-07-02,0.05879933682565258,0.06812210187180881,0.09281606009124736,0.0652996828328206,0.0991653618389913,0.11311712116171754,0.15200069006846945,0.21603767384422293,0.2930069877354037,1.1583650162703343
2017-07-09,0.056927140390511326,0.06763536984990487,0.0939170989282415,0.06693217964138924,0.0979633356999932,0.1129340837488345,0.1521695428887933,0.21605635248268343,0.2930069877354037,1.157542091365755
2017-07-16,0.05829862553267648,0.06779762912830836,0.09805410330224536,0.06693217964138924,0.09984147284218126,0.10433132534333171,0.15729880380008304,0.2187081492390141,0.2930069877354037,1.1642692765646332
2017-07-23,0.056404694743503514,0.06789901970232311,0.09958229246680786,0.06693217964138924,0.10017752285830674,0.10433132534333171,0.15859706403013177,0.22015076417421117,0.29092477592469995,1.164999638884705
2017-07-30,0.05557744932239585,0.06722976746720269,0.10175884305191779,0.06693217964138924,0.10010224218178101,0.10652777429792817,0.1577843442418599,0.22014143197879418,0.2912222198275237,1.1672762520107924
2017-08-06,0.05612168157845108,0.06822351535247684,0.10363758351943875,0.06693217964138924,0.10070433765114796,0.10652777429792817,0.16505614676937302,0.22090242621026138,0.2924120372351937,1.18051768225566
2017-08-13,0.05485905856400169,0.06809126951651398,0.10307430943548995,0.06529968283282059,0.1015322845215195,0.10286702604026741,0.16620657219829268,0.21811056103691662,0.28824746732647355,1.168288231472296
2017-08-20,0.05344403006375069,0.06690350800474756,0.10404772170707983,0.06693217964138923,0.10224187026348074,0.10048753967278792,0.16688041058505962,0.2172328502484177,0.29300698773540373,1.171177097922117
2017-08-27,0.05331341491949761,0.06837796346211691,0.1087599068871841,0.06693217964138923,0.10209111211045334,0.10250095121450134,0.16938096719435988,0.21833466195556314,0.29151962193397246,1.181210779319038
2017-09-03,0.05472842848974412,0.06954524642586431,0.10693052471081957,0.07074132428369619,0.10231731962570019,0.10158576415008617,0.1738205570662656,0.22133193516146726,0.2766461729015344,1.177647272815178
2017-09-10,0.05185485425866411,0.06983193464480393,0.1020872856761608,0.06965301251489919,0.10224187026348076,0.09884020295684061,0.16807778086606237,0.22044489217755137,0.28259557341269714,1.1656274067711603
2017-09-17,0.0520943240656307,0.07241223742186363,0.1023731713136233,0.07074132428369619,0.10141248019328539,0.09755894106665935,0.1694021926282178,0.22341416879720455,0.28200066470886215,1.1714095044790431
2017-09-24,0.054681607995673405,0.07364095602966807,0.10353548404291288,0.07291799155434991,0.1019700801252262,0.09499641728629682,0.1609363211697564,0.22344683860497727,0.2825955734126972,1.1687212702215581
2017-10-01,0.053164517984750394,0.07310850232784695,0.10593497712355189,0.07400630818237577,0.10136583859897835,0.09426426763476468,0.16329913715819874,0.2250482005956489,0.2855703050155598,1.1757620546216754
2017-10-08,0.053626239571009135,0.07382525723517591,0.10675694050644689,0.07400630818237577,0.10121471496028125,0.09371515539611557,0.16454943274740413,0.2279614412999205,0.2811082076112659,1.176763697509995
2017-10-15,0.05052606892933131,0.07441913512772745,0.10414812529700553,0.07346215229797727,0.10197008012522622,0.09261693091881733,0.16634004353400172,0.22872710875290944,0.2825754902545005,1.1747851352374967
2017-10-22,0.05239497703098434,0.07458298641853287,0.10357803215070592,0.07346215229797727,0.10215389130279068,0.0929830057445834,0.16555599882290428,0.23007167152190872,0.27899113762379624,1.1737738529141837
2017-10-29,0.04571092599726196,0.07290371684765676,0.10295009240126116,0.0733533201492518,0.10253225331375167,0.09096959420287,0.17276097925978662,0.23084667117031465,0.27600401339574043,1.168031566737895
2017-11-05,0.044281777445267526,0.07280133556088829,0.10212812901836615,0.07509463938808822,0.10177551992040232,0.08987136972557178,0.18277383569847186,0.23160299218026004,0.2724195562740986,1.1727491552114147
2017-11-12,0.04505132586403583,0.07204363501084791,0.1009505000357496,0.07400630818237577,0.10177551992040232,0.09060351937710391,0.18507304452356158,0.2311454723951767,0.2706272859169026,1.1712766112261561
2017-11-19,0.04003828572249349,0.07309458080932507,0.0962995709899659,0.07400630818237577,0.10241114635710513,0.0938981928089986,0.18093194163642123,0.2315656491509656,0.27630271118981486,1.1685483868474658
2017-11-26,0.03999431685927976,0.0733425396042567,0.09208769899390218,0.07280914968716673,0.10347237617043133,0.09225085609305127,0.18605743451466455,0.2334611248973509,0.27480922221944326,1.1682847190395464
2017-12-03,0.039312717364442286,0.07511981529112766,0.09373910186711323,0.07509463938808823,0.10453364346946724,0.09444730504764771,0.18188895289199417,0.2346703067184845,0.2751079200135176,1.1739144020518826
2017-12-10,0.038938933504611015,0.07385920489531483,0.09331336329854721,0.07509463938808823,0.10423039344933828,0.09133566902863609,0.18010255953687979,0.23746684511335103,0.2789911376237963,1.1733327458385627
2017-12-17,0.03918079584479662,0.07687640054343688,0.10409377701491017,0.07618298031225838,0.10385140355273967,0.0880409955967414,0.18499398496780753,0.24024003164823524,0.27600401339574054,1.1894643828766664
2017-12-24,0.03847721565085341,0.0746858487450199,0.10493158939037833,0.07727129694028424,0.10631121582392995,0.08547847181637887,0.18609988538238034,0.2413324826647105,0.27779624195656144,1.192384248370497
2017-12-31,0.0383672785628146,0.07485116606163429,0.104885409776724,0.07727129694028424,0.10562780447877394,0.08364809768754848,0.17995363580876939,0.24230824561940717,0.28645872876296696,1.193371663698923
2018-01-07,0.041045318257631656,0.07617376186118253,0.106542228832271,0.07727129694028424,0.10342561274756773,0.0827329106231333,0.18608927266545144,0.2457303830502486,0.2819780737681645,1.200988858745935
2018-01-14,0.04153236113150006,0.07551246396140843,0.10786050097587291,0.07727129694028424,0.10334973229968665,0.08200076097160115,0.18831172078063652,0.24999284549741474,0.28346303627803227,1.209294718836437
2018-01-21,0.035997666633187694,0.07633908490446024,0.11111087630148579,0.07563880013171559,0.10383656858312182,0.08383113510043154,0.1897685668051854,0.25204239507775283,0.2816632843697079,1.2102283779070486
2018-01-28,0.03570986840169722,0.0806168909483951,0.11007813463584894,0.07672713619665689,0.10512978808241769,0.08968833231268876,0.18237814037493066,0.25674841463594333,0.28436293313038197,1.2214396387189606
2018-02-04,0.03462506547318715,0.07565711947677767,0.10837685849021017,0.07498579752090505,0.10307585233311574,0.08730884594520927,0.17067044687033722,0.25126740967697353,0.27866362122914634,1.184631017015862
2018-02-11,0.03307534593745817,0.07124802967631709,0.1030935413222763,0.07161199605118655,0.10269551295096753,0.08053646166853685,0.16632134164521167,0.23305962678002257,0.264565515851501,1.1262073718834777
2018-02-18,0.0333188804381463,0.07562805093378423,0.10482216474921777,0.07509463938808823,0.1034096906923683,0.08254987321025027,0.18410398593297328,0.24692555945444353,0.26966484078933683,1.1755176855886087
2018-02-25,0.032079096598060644,0.07562805093378423,0.10473837374478477,0.07455048836291858,0.10348587102592706,0.08017038684277078,0.18738182899226477,0.2452728347699121,0.2609660329330397,1.1642729642034626
2018-03-04,0.03151866901963832,0.07498146483206965,0.10250192551043197,0.07215615679481391,0.10219043049833086,0.07760786306240824,0.18813989501680817,0.24014665270355925,0.24476803587805745,1.134011093316118
2018-03-11,0.03334907637222093,0.07669175573813006,0.10268660844909959,0.06900000990408867,0.10234282865115811,0.07669267599799305,0.19216513953004832,0.2496006938231299,0.23966875273659666,1.1421975412024652
2018-03-18,0.03194278565709585,0.07671261224592796,0.09877965863956101,0.06900000990408867,0.10153543332113525,0.07614356375934393,0.1900724638557468,0.24855959125288782,0.23876891857880947,1.1315150372145968
2018-03-25,0.02917486173651636,0.07193632306696417,0.09851976179832352,0.07019716354006886,0.09924513142925497,0.07321496515321532,0.1761069061822428,0.23754153117193993,0.24296830486792054,1.0989049489464464
2018-04-01,0.03009006168030654,0.07402201966006004,0.09956788187019942,0.07325328806398762,0.0980999992261697,0.07321496515321532,0.17913917028041634,0.23715871169307204,0.24146852554310852,1.1060146231705357
2018-04-08,0.029152537647307426,0.07335459995720083,0.09955249458497295,0.07325328806398762,0.10016127280314743,0.071567628437268,0.17977982232108627,0.23734078211327572,0.25466681766115423,1.1188292435894005
