,BCOLOMBIA.CL,BOGOTA.CL,BVC.CL,CELSIA.CL,CEMARGOS.CL,CONCONCRET.CL,CORFICOLCF.CL,ECOPETROL.CL,ENKA.CL,ETB.CL,EXITO.CL,GEB.CL,GRUBOLIVAR.CL,GRUPOARGOS.CL,GRUPOSURA.CL,HCOLSEL.CL,ICOLCAP.CL,ISA.CL,MINEROS.CL,NUTRESA.CL,PFAVAL.CL,PFBCOLOM.CL,PFCORFICOL.CL,PFGRUPOARG.CL,PFGRUPSURA.CL,PROMIGAS.CL,TERPEL.CL,AAPL,AMZN,BAC,C,CBU7.L,CSPX.L,EIMI.L,F,FALABELLA.SN,GE,GOOGL,JETS,JNJ,JPM,META,NKE,NVDA,PBR,PFE,SGLD.L,VOO
PFAVAL.CL,-4.460177634456409e-05,3.426421601224544e-05,-2.6240555332896218e-05,1.2652154801000103e-05,2.0786706671664226e-06,5.4450751515375465e-05,5.7676058215109967e-05,2.950117731262571e-05,1.558131449537033e-05,5.808181051492049e-06,0.00025455481077556647,-1.4848890680569872e-05,2.2984812831452288e-05,9.780977814607867e-05,0.00010877797485048692,5.472713019979811e-06,1.5589440064510906e-05,7.904327901824752e-05,-1.5955010592276075e-05,-1.6537634009068384e-05,0.0005664226107224173,-0.00013442237629021425,1.4699073497107878e-05,0.00010147196455831761,0.00021414522447359136,-3.996346258154403e-05,-4.897900242914182e-05,1.3584881364464624e-05,-8.21585224349012e-06,-0.00011132212854193574,-8.373227522643305e-06,-7.051138362418325e-06,-5.505906971281203e-06,-7.710976183923559e-06,-9.069731233792241e-05,-3.918592010303173e-05,7.620630920283052e-05,-9.765853802683644e-05,0.0001142868735097881,-3.610899869389325e-05,-7.971872095816255e-05,-9.967890856800262e-05,-0.00013803983226828547,-5.795711401083849e-05,-9.930506816260707e-05,-8.446411493281166e-05,1.1086588415430552e-05,-5.2149753176677464e-05
PFBCOLOM.CL,9.576744541850909e-05,-5.178464860249016e-06,-9.378443734753721e-05,9.834739562030817e-05,0.0006154587714840906,-0.0005576511867766341,-0.000160462608946297,4.464857397895811e-05,7.708761054659202e-05,4.77378839647694e-05,-0.00043388968023987356,0.00010508295166714021,-0.00023686233648184126,0.0008473947561116036,0.0003271294601790404,8.874496740445365e-05,6.764709609730424e-05,0.00011953821329232488,3.658661810366308e-05,-0.0003795950946813129,-0.00013442237629021422,0.0019075839178260214,-8.139734527198347e-05,0.00032076622250124806,5.3205083682708044e-05,1.8226688774708534e-05,0.00014326984976483783,0.0006496509351637376,-5.0394869091712326e-05,0.0003970958817351247,0.00033171788495283436,-2.862831812421841e-06,3.5541430567691314e-05,-5.305730307112622e-05,0.0007788570865642549,0.00020555487926484064,-0.00034256537385556556,-1.502197240173881e-05,0.0002112357396916705,0.00014938976564881474,0.00024441916108699705,-0.00019782552523028306,0.0003109258272274341,-0.00033363457717424435,0.0004987610415655681,0.00034234997057684295,8.573812155570536e-05,1.6894842853072734e-05
PFCORFICOL.CL,7.016481369346431e-05,-5.145288975345702e-05,7.216225783592709e-05,-9.740387186845184e-06,4.4594444617083385e-05,-0.00018101792294261015,1.5212103611926389e-05,-5.759199783048095e-05,1.111308208889142e-05,-2.2515029229542845e-05,-3.118135139726143e-05,1.2893334544674176e-05,1.5019340275083223e-06,1.2816798599880087e-06,-3.057738745194991e-05,-5.763077496979878e-05,8.94216996577458e-05,0.00010490817352659643,0.00017999109166328287,0.00011131460495430168,1.4699073497107878e-05,-8.139734527198347e-05,0.0010790304432697823,-0.00017507149261823028,-9.05449972010781e-06,0.00011618553473154004,-4.118319276881729e-05,-4.4751676896248734e-05,7.459120935298878e-05,-6.47144898972882e-05,1.9963785717931698e-05,-1.6800944560978085e-07,-2.8173936004843355e-05,3.9889731165243616e-05,3.58281737509301e-05,-4.826328012363914e-05,0.00018981810180509638,6.97395698584585e-05,5.322515711704924e-05,7.335552824101824e-06,-3.583654570842471e-05,-0.00011157433580034598,-0.00026801425692963416,2.3365277744606418e-05,-0.00014185484665655721,-7.233655404301412e-06,4.9356151848210987e-05,-6.897290144259611e-06
PFGRUPOARG.CL,-0.00017636411918419892,5.7533925803923365e-05,-3.734416032823372e-05,-3.834600424411985e-05,0.0002891990786707665,-0.0001243777172858132,-7.765126240786438e-05,-0.00010363679942366157,-0.0001024844542930609,1.177417494792543e-05,0.00013813565874453495,2.7419615141173096e-05,-2.795362959142483e-05,0.0003440138430955396,0.00033624017948829496,9.41871820288591e-05,-5.238720116643632e-05,-4.388445601717456e-05,-6.24776115304322e-05,-0.00010393304347993506,0.00010147196455831762,0.000320766222501248,-0.00017507149261823028,0.001430724942676628,0.00022742675226412992,-7.039297634465245e-05,-9.65542890869793e-05,0.0001618287219299917,-8.517472696407763e-05,-6.898402379123003e-05,4.1352406730912445e-05,-6.060901177992126e-06,3.519431315468791e-05,1.739767325925065e-05,0.00024169193051747727,1.1441783381788549e-05,-3.166145773281344e-05,-2.646775572987648e-05,0.00036473634238847277,5.8641804580706486e-05,-7.176450981477416e-05,3.399130114867455e-05,0.000152076445357244,-0.00027733128142793984,6.512608936344138e-05,0.00011846463726680032,7.238352095863253e-05,3.9607863302541334e-05
PFGRUPSURA.CL,-0.00013948034813592171,1.0443946131836293e-05,-9.04949549783793e-05,3.085816914792846e-05,0.00023031738245731957,-5.958555635215428e-05,-0.00016010806434914378,0.00022357268527893294,-0.0002526697247437909,0.00010545277321949118,0.0007550217291171425,-6.410481949404136e-05,-0.00014990598131550152,0.00038982889745599536,0.0005204654303233957,6.985219626524963e-05,1.3335450620927963e-06,6.68506932854888e-05,-0.00013873016641098685,-0.00010906312160886146,0.0002141452244735914,5.3205083682708044e-05,-9.05449972010781e-06,0.0002274267522641299,0.0013175590460091796,-0.00016049307303764364,-7.436171422864959e-05,-7.143399233049554e-06,-9.268714874783194e-05,-0.00022286386362666016,-0.00015504402462244003,-3.267375387236292e-05,-4.13911458010366e-05,-7.56828364915216e-05,4.972662885349922e-05,-0.00017353320900441089,-1.605204212210189e-05,-0.00015042016780420772,0.0002929987301722914,5.385309697729315e-05,-0.0001484592616782559,-0.0002908280855687861,-0.0002655268299389379,5.114550190462743e-05,0.00012086173690149107,0.00012024425603847904,9.63275585504954e-05,-1.5321903430242564e-05
PROMIGAS.CL,3.555440920622051e-05,-6.380759287551502e-05,0.00016740511742724263,4.926975973300456e-05,0.00012342857509802606,-1.411803368753672e-05,7.934827918326749e-05,7.925896382937773e-06,0.00024250901413483742,-6.708266394539144e-05,-0.0003263626971216529,7.266566843798505e-05,-5.522150255898306e-05,-0.00016189966355426965,-0.00021649903596277257,-3.806773929464542e-05,5.551804298381651e-05,7.414594520516609e-05,7.310270083766418e-05,4.123902867620167e-05,-3.996346258154404e-05,1.8226688774708534e-05,0.00011618553473154003,-7.039297634465245e-05,-0.00016049307303764364,0.0006685221678629777,-3.931238324769861e-05,5.744788145639817e-05,2.536808467409491e-05,0.00010058305140590679,0.0002018422299794039,-2.6406565508429254e-06,-2.1745558185731004e-05,8.015331851025772e-05,-1.4940406235772168e-05,6.720849762486018e-05,-3.901544903829292e-06,9.37427645690389e-06,-8.862097400463316e-05,-4.004598000730631e-05,4.813358449600762e-05,5.609220382119314e-05,0.0001460527926932683,0.0001776934584461546,-0.00013760461916103144,-7.025999737163585e-05,1.585539081030806e-06,6.12762170725478e-05
TERPEL.CL,6.109205432481233e-05,7.968746101433654e-05,2.8195288439609224e-06,4.9908649275109734e-05,-4.701270469900445e-05,0.0001630707251202588,0.00013527540822849953,8.7915071797439e-05,2.7221719942384675e-05,5.1266188627712185e-05,0.00020809672540683273,-4.743446463472742e-05,-3.8681405952694547e-05,8.906961406916811e-05,8.686114368921883e-06,-5.532913520507395e-05,-2.1829791309170554e-05,-5.404612181554206e-05,4.938415970469693e-05,-2.0297408994075025e-06,-4.897900242914182e-05,0.00014326984976483783,-4.1183192768817295e-05,-9.655428908697929e-05,-7.436171422864956e-05,-3.9312383247698604e-05,0.001055357821511293,7.976211630290692e-06,-4.409438685693603e-05,-1.0194149559046462e-05,-8.093802947478268e-05,1.0109037610776899e-05,-6.571968365712468e-06,9.752417273302189e-05,6.552352953981704e-05,9.487217499753995e-05,-0.00015016352948793202,8.105833096775352e-05,-8.948606251234882e-05,-3.11568382952927e-05,-1.1602068321650007e-05,3.104176517954143e-05,-7.053267024262206e-05,-4.606840649841647e-05,7.639129209573132e-05,3.235607960504368e-05,-5.931346287604927e-05,3.2165635795428206e-06
AAPL,-6.883716218371485e-05,-3.3291148751635314e-05,-0.00011634791458268013,7.361447982488394e-06,0.00016624798616612105,-0.00016187576580583928,7.477181734368013e-05,0.00012319581004532117,9.744994954287713e-05,-0.0001348516822988401,8.301950419647744e-05,-1.4222352715702869e-05,-0.00013128755046410443,0.0005305104372393396,0.00017643114257652077,6.901174713135587e-05,2.1835785147042657e-05,9.724505013962076e-05,-0.0001290795840040507,-0.00022322426536912246,1.3584881364464624e-05,0.0006496509351637375,-4.475167689624874e-05,0.0001618287219299917,-7.143399233049555e-06,5.7447881456398175e-05,7.976211630290692e-06,0.0016165864443952625,7.34752356689618e-05,0.00041943011156192315,0.00039119324408493783,-2.143129694520349e-05,0.00010874132707637848,4.278983794682951e-05,0.0004293904326658802,9.01444888773309e-06,3.261009668792588e-05,2.1412746305957433e-05,0.00034478112774651075,8.308048263625175e-05,0.0003725833183772255,3.946053182251725e-05,0.00035880991883354264,0.00013595354978862952,0.00014442784596192812,0.0002496956999023335,-2.2350730073823524e-05,0.00019495452585025416
AMZN,-5.714926928406688e-05,-0.00010372308653100013,-0.00014999830999149627,1.1510932747088429e-05,-0.00013955609607469113,-3.481352695927902e-05,0.0001797937265911519,-0.00035347154301400936,0.0002021695896686211,-0.00011994740348668948,0.00035543282425239126,9.313569684336976e-05,-6.87667097630516e-05,-5.547675573860848e-05,4.308607246381875e-05,-3.0245307673805618e-05,5.030539987657542e-05,9.992793541970436e-05,2.2400352571216086e-06,-2.9078664011436285e-05,-8.215852243490121e-06,-5.0394869091712326e-05,7.459120935298878e-05,-8.517472696407762e-05,-9.268714874783192e-05,2.536808467409491e-05,-4.409438685693603e-05,7.34752356689618e-05,0.0015369456582528967,0.0001786168198605411,0.00032195207838310407,2.0905970198310915e-05,0.00016088960087404407,0.00012365367335682905,4.0364042888853945e-06,9.178075189913358e-06,0.0004540843998003369,0.0003944732310463793,0.000477458852142915,8.249361107414598e-05,0.00028333864187956995,0.00045001305777655766,0.0008115430165028133,0.0006100334296684158,-0.0003837149016074582,-3.778136233823439e-05,-0.00012534924743148805,0.00024106607090086668
BAC,-2.061914389922043e-05,1.3688250459689275e-05,-2.2861639612759346e-05,5.604025657248744e-06,9.428935797244301e-05,-9.099613049930059e-06,6.763611490800358e-05,-4.749928242442683e-06,0.00022990241874461674,-0.00011569449953331636,-0.00025099184159079515,0.00015159192851395785,-5.976476059304558e-05,0.00018556700125243545,-6.458959424950162e-05,-2.112317329159777e-05,6.178945296112369e-05,1.350963429498113e-07,5.433671691062596e-05,-0.00016963954079057947,-0.00011132212854193574,0.0003970958817351248,-6.471448989728819e-05,-6.898402379123003e-05,-0.00022286386362666013,0.00010058305140590679,-1.0194149559046462e-05,0.00041943011156192326,0.00017861681986054112,0.0016119775076334684,0.0006023740251998329,2.60508156672984e-05,0.0001229309717616055,4.3185330946467734e-05,0.00027862733767674484,0.00023347122459235233,4.815769230179783e-05,0.0001179160052704085,0.00031686819376234145,2.2601979750459587e-06,0.0003901545173635089,0.0002615465921927987,0.0005363720050723323,0.0002725887350647056,8.637277840804328e-05,0.0001519237558275545,-8.287983674462766e-05,0.00027136243543970587
C,-1.0200835892270153e-05,-5.409519698754997e-05,-0.00010358919559935561,5.740030205207495e-05,0.00022829995604151763,-0.00030081200861157165,0.00012647938823344589,-0.00023117403902965728,0.0003382932963353556,-2.724283674914614e-05,-2.5646785511199233e-05,0.00015874928308886525,-0.0001537425880351172,0.0003508007165008134,0.00014070777496583508,-4.112253211259361e-05,7.132264631381554e-05,0.0001913265069886327,-9.833415468281012e-06,-0.00016101635848662254,-8.373227522643307e-06,0.00033171788495283436,1.9963785717931695e-05,4.135240673091245e-05,-0.00015504402462244006,0.00020184222997940397,-8.093802947478268e-05,0.00039119324408493783,0.00032195207838310407,0.0006023740251998329,0.0023086965905594575,9.38177965324699e-06,0.00015332459492618786,0.00018510794182586402,0.0002078280740648236,2.6864525696782057e-05,0.00027076599422080905,0.0002926028256660939,0.0005948853227603939,2.8541033480855753e-05,0.000530195214241971,0.00030702077182655305,0.0009123801429025297,0.0007449484629701387,-0.00018440754499358033,0.00010099400077322716,-9.559224437453775e-05,0.0002550565637830583
CBU7.L,-1.8232697784070453e-06,-8.28270004198906e-06,-1.1088644645758281e-05,-5.779548620566659e-06,-1.628072642819288e-05,-5.041153207848457e-06,1.0328631263214561e-05,-7.425349459264937e-05,-8.418708299804179e-06,4.633203082878293e-06,-4.774738028198416e-05,4.730369881574316e-06,1.1184086189872474e-05,-1.6031832056845894e-05,-2.6761714476801956e-06,-5.853703246664293e-06,-7.776790711611458e-06,-6.627590657066523e-07,2.2852393055158006e-06,-4.213650647634675e-06,-7.051138362418324e-06,-2.8628318124218408e-06,-1.6800944560978085e-07,-6.060901177992126e-06,-3.2673753872362916e-05,-2.6406565508429254e-06,1.0109037610776899e-05,-2.1431296945203488e-05,2.090597019831091e-05,2.60508156672984e-05,9.381779653246987e-06,2.6037078996921097e-05,1.5267534145773342e-05,4.660600331704198e-06,-1.2977608415818307e-05,7.000202052473824e-06,-8.32360591781616e-06,1.3838551848199418e-05,1.0114798259324974e-05,-5.398027891121497e-06,1.3002978653409302e-05,7.413196984277836e-06,5.5997261135035666e-05,2.326840159603845e-05,1.3262002880654158e-05,1.0656280757653011e-06,-1.6418261799556115e-05,1.4220857583837568e-05
CSPX.L,-1.1236227591117219e-05,1.768992077990082e-05,-2.846178908679385e-05,3.171125561322003e-05,-2.76137470143657e-05,-6.688037421000905e-06,7.96451471180028e-05,-0.00011347758412419876,5.228554859128385e-05,-5.917562378759807e-05,0.00018028696270518268,1.6674619428413222e-05,5.117527018417296e-05,0.0001026655830245114,5.4354186188299426e-05,-1.8774218569894815e-05,-1.9930621830329777e-06,-7.334156865883592e-06,1.7978413262690338e-05,5.059870082469738e-05,-5.505906971281203e-06,3.5541430567691314e-05,-2.8173936004843355e-05,3.519431315468791e-05,-4.13911458010366e-05,-2.1745558185731e-05,-6.5719683657124685e-06,0.00010874132707637848,0.00016088960087404404,0.0001229309717616055,0.0001533245949261879,1.5267534145773342e-05,0.00046256388598615,7.972198301697208e-05,6.195890631805776e-05,-3.128264025564716e-06,0.00020383834151256917,0.000167480162820637,0.00014662677722109162,3.8276548397096435e-05,0.00014302722374204472,0.00015632096768498186,0.0003875469180418735,0.00019746691020853757,3.566632847172442e-06,4.610040796959674e-05,-1.3463683745651819e-05,0.00015164226547251727
EIMI.L,-9.296483248435566e-06,-2.9498992131563097e-05,6.028511654992527e-05,1.0125643818070015e-05,1.633509504883824e-05,-9.596892946482245e-05,0.0001142201266611483,-6.787590125386223e-05,0.000139196301403294,-1.980320603592058e-05,8.32350890511885e-05,5.693173457808496e-05,2.862772485887965e-05,1.139948396194807e-05,-1.4600847757285237e-05,-8.944428869071078e-06,2.2589370082837737e-05,7.009323202739572e-05,1.9788693259071898e-05,5.119996213865022e-05,-7.710976183923557e-06,-5.305730307112622e-05,3.9889731165243616e-05,1.739767325925065e-05,-7.56828364915216e-05,8.015331851025772e-05,9.752417273302187e-05,4.278983794682951e-05,0.00012365367335682908,4.3185330946467734e-05,0.00018510794182586402,4.660600331704198e-06,7.972198301697207e-05,0.0005638777059506216,8.006927038854425e-05,4.437814367044257e-05,0.00014810064691894075,0.00019959946266646838,9.317495477114298e-05,3.2213676503538245e-05,7.462423804324531e-05,0.00018577941090221352,0.00035863856854170703,0.00024188956488841278,-9.875485599890581e-06,0.00010490300176217821,-1.2846525935864936e-07,6.969346561617853e-05
F,6.51122854159265e-05,-1.8756921639573607e-05,-9.668011263230819e-05,2.1345069263014544e-05,0.0003087069591303674,-0.00011616667617954923,1.2805100758910488e-05,5.659613500187816e-06,-3.194116978075328e-05,2.9513319115327496e-05,6.329596252858546e-05,0.00011051006006312113,-0.00022571043264911053,0.0006758459008382054,0.00040677386292334343,8.810322681597002e-05,0.0001348984608906419,-1.4263795576910356e-05,0.00018414438598646256,-6.571365017495038e-05,-9.069731233792241e-05,0.0007788570865642547,3.58281737509301e-05,0.00024169193051747727,4.972662885349922e-05,-1.4940406235772168e-05,6.552352953981704e-05,0.00042939043266588015,4.036404288885395e-06,0.0002786273376767448,0.0002078280740648236,-1.2977608415818306e-05,6.195890631805776e-05,8.006927038854423e-05,0.002095253015454841,0.00016075763778699672,-3.7623766937884066e-05,0.00010747211704540489,0.000287799574164009,0.00015021602492515214,0.00022867857878217424,0.00013867441221001719,0.0003675475409693096,9.223824908869594e-05,0.00018350355180489844,0.00030151188604017967,-2.584405890658851e-05,9.694971285140702e-05
FALABELLA.SN,4.139132832326807e-05,6.502158577303353e-05,2.7261897517801814e-05,7.922299714747594e-05,0.00013615506721769446,0.00010663891626921091,-5.576087316704012e-05,0.00018587141690396613,0.0001559499267533432,-6.818801851201537e-05,-0.00039350350410137465,6.087110558574634e-06,8.241479266861141e-05,5.3121448661059377e-05,-5.087152051977832e-05,6.0961712045592486e-05,8.69362827379174e-05,-5.614616226783064e-05,0.00025608221772311875,-1.176049693261726e-05,-3.918592010303172e-05,0.00020555487926484067,-4.826328012363914e-05,1.1441783381788547e-05,-0.00017353320900441089,6.720849762486017e-05,9.487217499753995e-05,9.01444888773309e-06,9.17807518991336e-06,0.00023347122459235233,2.6864525696782057e-05,7.000202052473826e-06,-3.128264025564716e-06,4.437814367044258e-05,0.00016075763778699672,0.0011830825022217987,-3.796601141937028e-05,1.0544555269462525e-06,-0.0002084935027003504,-6.948998402821512e-05,3.707742718119036e-05,-9.492880691025377e-05,-0.00012488573446737001,-0.000175472042240974,0.0003755488873658984,5.5047979402803775e-05,7.528970467148249e-05,4.698731528463344e-05
GE,-0.00013394852182803505,2.5452607212560265e-05,-9.140065293427717e-05,5.628749750024241e-06,-0.00019771525990522644,0.00014384505124878045,0.0002409958754120239,-0.000479561726714116,9.423802491790629e-06,-3.7206219950868367e-05,0.0006179608766829974,5.907421698648882e-05,0.0001534065267523077,-0.00023735522366833097,2.4035507519660137e-05,3.984442775202775e-05,2.3728985443770215e-05,0.00012930772431056124,-8.583263587758034e-05,0.000358416833046926,7.620630920283052e-05,-0.0003425653738555655,0.00018981810180509643,-3.1661457732813445e-05,-1.605204212210189e-05,-3.9015449038292925e-06,-0.00015016352948793202,3.261009668792588e-05,0.0004540843998003369,4.815769230179784e-05,0.000270765994220809,-8.32360591781616e-06,0.0002038383415125692,0.00014810064691894075,-3.7623766937884066e-05,-3.796601141937027e-05,0.0030690834114428757,0.00034555335278699007,0.0004925113940357374,2.1674928641852943e-05,0.00023852038086313914,0.0004601954845493925,0.0006302169679006628,0.0005991603758369306,-0.0006208461154378526,-0.00011274809800886834,-7.238517403420146e-05,0.00012693069111533134
GOOGL,-3.8268286097355185e-05,-6.201660077472979e-05,1.2585207831125587e-05,1.3391510610793459e-06,-9.084543326834177e-05,7.411544231740574e-05,9.147826225229668e-05,-0.0003752394621638112,5.9332199527972255e-06,1.9648786078968444e-05,0.0002771054389257095,6.281106697164621e-05,-1.8219744429178203e-05,1.4990854708963197e-05,-1.9443489921350864e-05,-4.9355053514536096e-05,8.404553489735448e-06,6.240108709873579e-05,0.0001563685868480879,0.00013263705473229217,-9.765853802683644e-05,-1.5021972401738812e-05,6.97395698584585e-05,-2.646775572987648e-05,-0.0001504201678042077,9.37427645690389e-06,8.105833096775351e-05,2.1412746305957433e-05,0.0003944732310463793,0.00011791600527040849,0.0002926028256660939,1.383855184819942e-05,0.00016748016282063703,0.00019959946266646838,0.00010747211704540489,1.0544555269462523e-06,0.0003455533527869902,0.001584820326957899,0.000234157012598699,0.00011431219882991995,0.00018064711744201516,0.00044304272352330544,0.0006746547811718796,0.0006333662916981488,-0.00034148213430848056,0.00017585638053317385,-5.703232163633527e-05,0.00021793302429004216
JETS,-0.00013825577978205343,5.796911247576952e-05,-0.00022648924201523518,8.083391797612224e-05,0.0001376725714151703,-0.00014185570216308994,0.00023704339616677415,-0.0006030851179192726,7.379059670409317e-05,-9.495084459453479e-06,0.0007020054356606632,0.00011641593317092817,-0.00010565556737922075,0.0005410504307028275,0.00046447198714039925,3.708276645349933e-05,-1.0848081939436129e-05,0.0003044015910227384,-0.0001344093135666454,-0.00012818484499856574,0.0001142868735097881,0.00021123573969167054,5.322515711704924e-05,0.0003647363423884727,0.0002929987301722913,-8.862097400463315e-05,-8.948606251234883e-05,0.00034478112774651075,0.000477458852142915,0.0003168681937623414,0.0005948853227603938,1.0114798259324974e-05,0.00014662677722109165,9.317495477114296e-05,0.00028779957416400897,-0.00020849350270035034,0.0004925113940357374,0.00023415701259869897,0.0023268869138754747,0.00016393659527590336,0.0003045598955687931,0.0003341231025217105,0.0006957586254716767,0.0006327509482473053,-0.0005688066178444123,0.0001814831488422897,-8.921272605380517e-05,0.00022003010098833677
JNJ,-3.126652424030631e-05,-1.6875399101718535e-05,-8.016966913182997e-05,3.021734656418987e-05,0.00015679428603661277,-0.00015506719775466957,-4.2734398212264576e-05,-1.628907854661437e-05,-7.176043740148262e-05,2.2764797941131428e-05,2.7021524697530684e-05,6.72972865625328e-06,-7.453900099119805e-05,0.00010187320417464585,6.954228315021715e-05,1.4259218062269251e-05,1.242051085939334e-05,5.787059398745633e-05,-3.5741275286471744e-06,-9.550829400390426e-05,-3.6108998693893264e-05,0.00014938976564881474,7.335552824101822e-06,5.8641804580706506e-05,5.385309697729314e-05,-4.004598000730631e-05,-3.1156838295292684e-05,8.308048263625178e-05,8.249361107414597e-05,2.2601979750459587e-06,2.8541033480855753e-05,-5.398027891121496e-06,3.8276548397096435e-05,3.221367650353825e-05,0.00015021602492515217,-6.948998402821512e-05,2.1674928641852943e-05,0.00011431219882991993,0.00016393659527590336,0.0005739839791535499,1.2361126225689183e-05,5.7247242604484525e-05,0.00016202926747362347,-2.2236451533273287e-05,0.00010610647869252733,0.00013844199955681747,5.912720776086832e-05,6.484655335138275e-05
JPM,-1.952143741706758e-05,-1.5534701242958914e-05,-0.00010415713626879596,4.2363107777887046e-05,-2.107609803097501e-05,-0.00012557336524925816,0.00010988138045825164,-0.00018720863252764323,0.0001042144907940828,-4.204546227723903e-05,-0.0001855998007922625,0.00014041333947928703,3.672514720077952e-05,0.00010822677053376845,3.7662070548942745e-05,-3.1097722473301945e-05,2.9929094912903438e-05,6.601797458775664e-05,-4.125285776955657e-05,-0.00021026312992179538,-7.971872095816258e-05,0.00024441916108699705,-3.5836545708424724e-05,-7.176450981477415e-05,-0.00014845926167825587,4.813358449600762e-05,-1.1602068321650007e-05,0.0003725833183772256,0.00028333864187956995,0.00039015451736350895,0.000530195214241971,1.3002978653409302e-05,0.00014302722374204475,7.462423804324531e-05,0.00022867857878217427,3.707742718119036e-05,0.00023852038086313914,0.00018064711744201516,0.0003045598955687931,1.2361126225689185e-05,0.0011850135458128389,0.00017045805535990136,0.000593265780219338,0.0004669898731256346,3.92949279244447e-05,0.00011307016689495574,-9.518609125226225e-05,0.00018909796183112475
META,-0.0001220580381492671,4.227473211061396e-06,-2.0822828156059504e-07,-8.323228321040671e-05,-0.0002712614357884809,0.00012224251176871974,0.0002556748990113127,-0.0003578709714328388,0.0003476520926599796,-0.00019045902638335207,0.0003826617116421303,0.00020574921847882737,0.0001407611580421588,-2.193927400023873e-05,-0.00014586257026560567,-9.088434799806888e-06,2.3644660567981034e-05,0.0001015905221960734,0.00011715196162011373,0.00014430930565613234,-9.967890856800262e-05,-0.00019782552523028306,-0.00011157433580034598,3.399130114867455e-05,-0.000290828085568786,5.609220382119314e-05,3.104176517954143e-05,3.946053182251724e-05,0.00045001305777655766,0.0002615465921927987,0.0003070207718265531,7.413196984277836e-06,0.00015632096768498186,0.00018577941090221352,0.00013867441221001719,-9.492880691025377e-05,0.0004601954845493925,0.00044304272352330555,0.00033412310252171055,5.724724260448453e-05,0.00017045805535990133,0.002939967275909197,0.0008835181979366594,0.0006546707901387983,-0.00041411536498342874,6.351875850846562e-05,-0.00012195387118681022,0.00029061914658498996
NKE,9.523973415743339e-05,-0.00018288647974779433,2.293196372329095e-06,5.3158955363283446e-05,5.289879254188624e-05,-0.00020851065308647026,0.0004645596378334873,-0.0011214999558753294,0.0003130099299358554,6.599763642060586e-05,-1.7690185182114616e-05,0.0003141149719503619,9.181390036935642e-05,0.00016458875961496724,0.00012852872285434627,1.7982657200045725e-05,5.461063226222784e-05,5.5623582817175495e-05,-0.00010103405276812423,-0.00030286060992013817,-0.0001380398322682855,0.0003109258272274341,-0.0002680142569296342,0.00015207644535724396,-0.0002655268299389379,0.00014605279269326823,-7.053267024262206e-05,0.0003588099188335426,0.0008115430165028134,0.0005363720050723323,0.0009123801429025298,5.599726113503567e-05,0.0003875469180418735,0.00035863856854170703,0.0003675475409693095,-0.00012488573446737001,0.0006302169679006628,0.0006746547811718796,0.0006957586254716767,0.00016202926747362347,0.000593265780219338,0.0008835181979366594,0.0045542802663361415,0.0008594516007461837,-0.0003951196841002216,0.00019223618881681218,-0.000336524998446638,0.0004166640129359253
NVDA,-5.289267731773619e-05,-7.002252541772703e-05,-0.00020584734064694343,-8.731368821047631e-05,-0.00013455446721197112,-9.260152050503057e-06,0.00029084888389952716,-0.0002868893389594943,0.00017829842828471278,6.740156901793955e-05,0.0008880407910853021,0.00014268230720820174,8.39360289371484e-06,4.765781202394597e-05,0.0002098302415259293,2.6145840898040196e-05,7.51993009816627e-05,0.00010659856547129111,0.00011034160571193266,0.0001366940134264508,-5.79571140108385e-05,-0.00033363457717424435,2.3365277744606418e-05,-0.0002773312814279398,5.114550190462742e-05,0.00017769345844615458,-4.606840649841646e-05,0.00013595354978862952,0.0006100334296684159,0.00027258873506470565,0.0007449484629701386,2.3268401596038452e-05,0.00019746691020853754,0.0002418895648884127,9.223824908869594e-05,-0.00017547204224097401,0.0005991603758369306,0.0006333662916981488,0.0006327509482473053,-2.2236451533273294e-05,0.00046698987312563447,0.0006546707901387985,0.0008594516007461839,0.0036978613243299897,-0.00047011417862395975,9.719115632910561e-05,-9.88215442746358e-05,0.00037068772022106673
PBR,-0.00017279563134874192,-6.506368061646984e-05,-0.0003558461097851735,0.0001434776027268662,0.0002851562027964808,6.095365015436286e-05,-0.000582777496631499,0.0012830308608926442,-0.00014089520409591916,-0.00019507815274551709,-0.0004267455009472182,-0.0002709277998913835,-7.204772358181234e-05,-3.911785515475525e-05,0.00018701071933748892,2.76296812628204e-05,-4.85254807949483e-05,-0.0003053285766799883,-0.00017208142976993834,-0.0004805364017666528,-9.930506816260707e-05,0.0004987610415655681,-0.00014185484665655721,6.512608936344137e-05,0.00012086173690149107,-0.0001376046191610314,7.639129209573132e-05,0.00014442784596192812,-0.00038371490160745813,8.63727784080433e-05,-0.0001844075449935803,1.3262002880654156e-05,3.5666328471724416e-06,-9.87548559989058e-06,0.00018350355180489844,0.0003755488873658984,-0.0006208461154378525,-0.0003414821343084805,-0.0005688066178444123,0.00010610647869252737,3.929492792444471e-05,-0.00041411536498342874,-0.0003951196841002216,-0.0004701141786239597,0.0047374978798568985,0.0005172297504653379,0.00026593338390154086,-0.00011795898540604996
